Time	EEG_Fp1	EEG_Fp2	PPG
오후 4:36:04.431 	0.000042	0.000038	0.000941
오후 4:36:04.431 	0.000023	0.000026	0.000941
오후 4:36:04.472 	-0.000006	0.000012	0.000941
오후 4:36:04.472 	0.000018	0.000027	0.000942
오후 4:36:04.474 	0.000025	0.000022	0.000942
오후 4:36:04.474 	0.000017	0.000022	0.000943
오후 4:36:04.475 	-0.000001	0.000023	0.000943
오후 4:36:04.475 	-0.000007	0.000008	0.000943
오후 4:36:04.476 	0.000017	0.000028	0.000943
오후 4:36:04.476 	0.000004	0.000020	0.000943
오후 4:36:04.492 	0.000000	0.000020	0.000943
오후 4:36:04.492 	-0.000008	0.000013	0.000943
오후 4:36:04.507 	0.000027	0.000032	0.000943
오후 4:36:04.507 	0.000021	0.000030	0.000943
오후 4:36:04.514 	0.000015	0.000027	0.000942
오후 4:36:04.514 	-0.000019	0.000003	0.000942
오후 4:36:04.521 	0.000015	0.000023	0.000942
오후 4:36:04.521 	0.000023	0.000030	0.000941
오후 4:36:04.532 	0.000021	0.000027	0.000941
오후 4:36:04.532 	-0.000008	0.000006	0.000941
오후 4:36:04.558 	0.000017	0.000019	0.000941
오후 4:36:04.558 	0.000024	0.000025	0.000940
오후 4:36:04.559 	0.000009	0.000023	0.000940
오후 4:36:04.559 	-0.000015	-0.000002	0.000940
오후 4:36:04.560 	-0.000020	-0.000013	0.000939
오후 4:36:04.560 	0.000009	0.000016	0.000939
오후 4:36:04.564 	-0.000006	0.000002	0.000938
오후 4:36:04.564 	-0.000022	0.000000	0.000938
오후 4:36:04.570 	-0.000024	-0.000006	0.000937
오후 4:36:04.570 	0.000012	0.000017	0.000937
오후 4:36:04.596 	-0.000001	0.000005	0.000937
오후 4:36:04.596 	-0.000002	0.000008	0.000936
오후 4:36:04.597 	-0.000022	0.000000	0.000936
오후 4:36:04.597 	0.000007	0.000019	0.000935
오후 4:36:04.598 	0.000007	0.000013	0.000935
오후 4:36:04.598 	0.000005	0.000016	0.000934
오후 4:36:04.600 	-0.000011	0.000007	0.000934
오후 4:36:04.600 	-0.000002	0.000012	0.000933
오후 4:36:04.609 	0.000017	0.000018	0.000933
오후 4:36:04.609 	0.000012	0.000010	0.000933
오후 4:36:04.618 	-0.000003	0.000008	0.000932
오후 4:36:04.618 	-0.000001	0.000007	0.000932
오후 4:36:04.631 	0.000024	0.000027	0.000932
오후 4:36:04.631 	0.000014	0.000020	0.000931
오후 4:36:04.633 	0.000007	0.000010	0.000931
오후 4:36:04.633 	-0.000010	0.000001	0.000931
오후 4:36:04.642 	0.000020	0.000017	0.000931
오후 4:36:04.642 	0.000015	0.000015	0.000930
오후 4:36:04.653 	0.000003	0.000013	0.000930
오후 4:36:04.653 	-0.000019	-0.000006	0.000930
오후 4:36:04.658 	0.000014	0.000016	0.000930
오후 4:36:04.658 	0.000025	0.000027	0.000930
오후 4:36:04.663 	0.000024	0.000021	0.000930
오후 4:36:04.663 	0.000001	0.000008	0.000930
오후 4:36:04.675 	0.000024	0.000023	0.000930
오후 4:36:04.675 	0.000035	0.000031	0.000931
오후 4:36:04.676 	0.000028	0.000022	0.000931
오후 4:36:04.676 	0.000007	0.000018	0.000931
오후 4:36:04.682 	-0.000004	0.000019	0.000931
오후 4:36:04.682 	0.000013	0.000031	0.000931
오후 4:36:04.689 	0.000026	0.000023	0.000931
오후 4:36:04.689 	0.000037	0.000034	0.000931
오후 4:36:04.698 	0.000051	0.000044	0.000931
오후 4:36:04.698 	0.000097	0.000080	0.000931
오후 4:36:04.710 	0.000113	0.000100	0.000931
오후 4:36:04.710 	0.000127	0.000107	0.000931
오후 4:36:04.712 	0.000120	0.000104	0.000931
오후 4:36:04.712 	0.000156	0.000122	0.000931
오후 4:36:04.724 	0.000181	0.000132	0.000931
오후 4:36:04.724 	0.000176	0.000135	0.000931
오후 4:36:04.732 	0.000162	0.000122	0.000931
오후 4:36:04.732 	0.000170	0.000113	0.000931
오후 4:36:04.744 	0.000196	0.000131	0.000931
오후 4:36:04.744 	0.000192	0.000127	0.000931
오후 4:36:04.746 	0.000174	0.000113	0.000931
오후 4:36:04.746 	0.000183	0.000103	0.000931
오후 4:36:04.753 	0.000217	0.000125	0.000931
오후 4:36:04.753 	0.000191	0.000100	0.000931
오후 4:36:04.766 	0.000189	0.000097	0.000931
오후 4:36:04.766 	0.000162	0.000070	0.000931
오후 4:36:04.768 	0.000191	0.000075	0.000930
오후 4:36:04.768 	0.000181	0.000075	0.000930
오후 4:36:04.774 	0.000155	0.000040	0.000930
오후 4:36:04.774 	0.000146	0.000032	0.000930
오후 4:36:04.779 	0.000148	0.000029	0.000930
오후 4:36:04.779 	0.000154	0.000028	0.000929
오후 4:36:04.787 	0.000144	0.000019	0.000929
오후 4:36:04.787 	0.000110	-0.000008	0.000929
오후 4:36:04.799 	0.000118	-0.000011	0.000928
오후 4:36:04.799 	0.000123	-0.000017	0.000928
오후 4:36:04.803 	0.000113	-0.000014	0.000928
오후 4:36:04.803 	0.000089	-0.000034	0.000928
오후 4:36:04.809 	0.000073	-0.000051	0.000928
오후 4:36:04.809 	0.000097	-0.000036	0.000928
오후 4:36:04.820 	0.000086	-0.000042	0.000927
오후 4:36:04.820 	0.000065	-0.000057	0.000927
오후 4:36:04.821 	0.000056	-0.000070	0.000927
오후 4:36:04.821 	0.000080	-0.000051	0.000927
오후 4:36:04.828 	0.000078	-0.000050	0.000927
오후 4:36:04.828 	0.000065	-0.000053	0.000927
오후 4:36:04.839 	0.000024	-0.000083	0.000927
오후 4:36:04.839 	0.000048	-0.000070	0.000927
오후 4:36:04.872 	0.000046	-0.000069	0.000927
오후 4:36:04.872 	0.000024	-0.000085	0.000926
오후 4:36:04.875 	0.000004	-0.000094	0.000926
오후 4:36:04.875 	0.000026	-0.000084	0.000926
오후 4:36:04.877 	0.000041	-0.000072	0.000926
오후 4:36:04.877 	0.000021	-0.000077	0.000926
오후 4:36:04.878 	0.000008	-0.000085	0.000926
오후 4:36:04.878 	0.000028	-0.000076	0.000925
오후 4:36:04.880 	0.000044	-0.000063	0.000925
오후 4:36:04.880 	0.000029	-0.000072	0.000925
오후 4:36:04.881 	0.000012	-0.000085	0.000925
오후 4:36:04.881 	0.000005	-0.000085	0.000925
오후 4:36:04.883 	0.000029	-0.000065	0.000925
오후 4:36:04.883 	0.000013	-0.000063	0.000925
오후 4:36:04.909 	0.000017	-0.000064	0.000924
오후 4:36:04.909 	-0.000001	-0.000077	0.000924
오후 4:36:04.910 	0.000024	-0.000063	0.000924
오후 4:36:04.910 	0.000025	-0.000050	0.000924
오후 4:36:04.913 	0.000028	-0.000050	0.000924
오후 4:36:04.913 	0.000005	-0.000061	0.000924
오후 4:36:04.914 	0.000018	-0.000055	0.000924
오후 4:36:04.914 	0.000043	-0.000034	0.000924
오후 4:36:04.925 	0.000024	-0.000038	0.000924
오후 4:36:04.925 	-0.000004	-0.000055	0.000924
오후 4:36:04.938 	-0.000004	-0.000057	0.000924
오후 4:36:04.938 	0.000014	-0.000043	0.000924
오후 4:36:04.959 	0.000008	-0.000043	0.000924
오후 4:36:04.959 	-0.000014	-0.000057	0.000924
오후 4:36:04.961 	-0.000034	-0.000076	0.000924
오후 4:36:04.961 	-0.000004	-0.000053	0.000924
오후 4:36:04.962 	0.000008	-0.000037	0.000924
오후 4:36:04.962 	0.000002	-0.000040	0.000924
오후 4:36:04.963 	-0.000017	-0.000052	0.000924
오후 4:36:04.963 	0.000004	-0.000040	0.000924
오후 4:36:04.964 	0.000013	-0.000033	0.000924
오후 4:36:04.964 	0.000007	-0.000035	0.000923
오후 4:36:04.973 	-0.000022	-0.000055	0.000923
오후 4:36:04.973 	-0.000009	-0.000044	0.000923
오후 4:36:04.982 	0.000008	-0.000031	0.000923
오후 4:36:04.982 	0.000016	-0.000035	0.000923
오후 4:36:04.994 	0.000012	-0.000043	0.000923
오후 4:36:04.994 	0.000008	-0.000042	0.000923
오후 4:36:04.999 	0.000028	-0.000025	0.000923
오후 4:36:04.999 	0.000012	-0.000025	0.000923
오후 4:36:05.009 	0.000008	-0.000035	0.000923
오후 4:36:05.009 	0.000002	-0.000042	0.000923
오후 4:36:05.017 	0.000016	-0.000026	0.000923
오후 4:36:05.017 	0.000013	-0.000022	0.000922
오후 4:36:05.026 	0.000014	-0.000021	0.000922
오후 4:36:05.026 	-0.000007	-0.000035	0.000922
오후 4:36:05.035 	0.000023	-0.000015	0.000922
오후 4:36:05.035 	0.000024	-0.000012	0.000922
오후 4:36:05.040 	0.000003	-0.000026	0.000922
오후 4:36:05.040 	-0.000018	-0.000036	0.000922
오후 4:36:05.054 	-0.000000	-0.000026	0.000922
오후 4:36:05.054 	-0.000005	-0.000034	0.000922
오후 4:36:05.068 	0.000001	-0.000036	0.000921
오후 4:36:05.068 	0.000015	-0.000016	0.000921
오후 4:36:05.070 	0.000014	-0.000017	0.000921
오후 4:36:05.070 	0.000034	-0.000019	0.000921
오후 4:36:05.071 	0.000017	-0.000027	0.000921
오후 4:36:05.071 	0.000013	-0.000027	0.000921
오후 4:36:05.073 	-0.000001	-0.000034	0.000921
오후 4:36:05.073 	0.000026	-0.000017	0.000921
오후 4:36:05.078 	0.000021	-0.000024	0.000921
오후 4:36:05.078 	0.000005	-0.000039	0.000922
오후 4:36:05.090 	-0.000021	-0.000056	0.000922
오후 4:36:05.090 	0.000007	-0.000038	0.000922
오후 4:36:05.095 	0.000014	-0.000038	0.000923
오후 4:36:05.095 	0.000007	-0.000032	0.000923
오후 4:36:05.105 	-0.000021	-0.000047	0.000924
오후 4:36:05.105 	-0.000030	-0.000046	0.000925
오후 4:36:05.130 	-0.000001	-0.000037	0.000926
오후 4:36:05.130 	-0.000004	-0.000035	0.000927
오후 4:36:05.145 	-0.000021	-0.000053	0.000928
오후 4:36:05.145 	-0.000033	-0.000047	0.000928
오후 4:36:05.154 	-0.000010	-0.000022	0.000930
오후 4:36:05.154 	-0.000017	-0.000044	0.000931
오후 4:36:05.161 	-0.000016	-0.000041	0.000932
오후 4:36:05.161 	-0.000032	-0.000046	0.000933
오후 4:36:05.184 	-0.000010	-0.000025	0.000935
오후 4:36:05.184 	-0.000018	-0.000027	0.000936
오후 4:36:05.186 	-0.000025	-0.000033	0.000937
오후 4:36:05.186 	-0.000048	-0.000044	0.000938
오후 4:36:05.187 	-0.000015	-0.000025	0.000939
오후 4:36:05.187 	-0.000004	-0.000017	0.000941
오후 4:36:05.188 	-0.000010	-0.000026	0.000941
오후 4:36:05.188 	-0.000033	-0.000032	0.000942
오후 4:36:05.190 	-0.000024	-0.000026	0.000943
오후 4:36:05.190 	-0.000017	-0.000014	0.000944
오후 4:36:05.198 	-0.000021	-0.000017	0.000945
오후 4:36:05.198 	-0.000024	-0.000016	0.000946
오후 4:36:05.216 	-0.000031	-0.000025	0.000946
오후 4:36:05.216 	-0.000004	-0.000012	0.000947
오후 4:36:05.218 	-0.000015	-0.000021	0.000947
오후 4:36:05.218 	-0.000027	-0.000022	0.000948
오후 4:36:05.219 	-0.000045	-0.000026	0.000948
오후 4:36:05.219 	-0.000020	-0.000012	0.000948
오후 4:36:05.223 	-0.000024	-0.000007	0.000948
오후 4:36:05.223 	-0.000032	-0.000010	0.000948
오후 4:36:05.225 	-0.000038	-0.000021	0.000948
오후 4:36:05.225 	-0.000008	-0.000004	0.000948
오후 4:36:05.244 	0.000001	0.000003	0.000948
오후 4:36:05.244 	-0.000016	-0.000013	0.000948
오후 4:36:05.246 	-0.000033	-0.000019	0.000948
오후 4:36:05.246 	-0.000028	-0.000015	0.000948
오후 4:36:05.257 	-0.000009	-0.000001	0.000947
오후 4:36:05.257 	-0.000017	-0.000012	0.000947
오후 4:36:05.313 	-0.000035	-0.000016	0.000947
오후 4:36:05.313 	-0.000033	-0.000017	0.000946
오후 4:36:05.315 	-0.000007	0.000001	0.000946
오후 4:36:05.315 	-0.000015	-0.000006	0.000946
오후 4:36:05.317 	-0.000021	-0.000003	0.000945
오후 4:36:05.317 	-0.000023	-0.000007	0.000945
오후 4:36:05.320 	0.000009	0.000013	0.000945
오후 4:36:05.320 	-0.000005	0.000002	0.000945
오후 4:36:05.322 	-0.000021	0.000003	0.000944
오후 4:36:05.322 	-0.000029	-0.000009	0.000944
오후 4:36:05.349 	-0.000006	0.000010	0.000943
오후 4:36:05.349 	0.000019	0.000018	0.000943
오후 4:36:05.357 	-0.000008	-0.000001	0.000942
오후 4:36:05.357 	-0.000020	-0.000003	0.000942
오후 4:36:05.367 	-0.000009	0.000006	0.000942
오후 4:36:05.367 	0.000000	0.000013	0.000941
오후 4:36:05.398 	-0.000021	0.000007	0.000941
오후 4:36:05.398 	-0.000020	0.000011	0.000941
오후 4:36:05.400 	-0.000014	0.000011	0.000940
오후 4:36:05.400 	0.000004	0.000021	0.000940
오후 4:36:05.402 	-0.000006	0.000014	0.000939
오후 4:36:05.402 	-0.000006	0.000016	0.000939
오후 4:36:05.404 	-0.000020	0.000008	0.000939
오후 4:36:05.404 	0.000007	0.000026	0.000938
오후 4:36:05.406 	0.000001	0.000025	0.000938
오후 4:36:05.406 	-0.000001	0.000020	0.000938
오후 4:36:05.415 	-0.000015	0.000009	0.000937
오후 4:36:05.415 	-0.000004	0.000023	0.000937
오후 4:36:05.423 	0.000011	0.000023	0.000937
오후 4:36:05.423 	0.000005	0.000013	0.000937
오후 4:36:05.425 	-0.000017	0.000008	0.000937
오후 4:36:05.425 	-0.000009	0.000023	0.000937
오후 4:36:05.438 	0.000009	0.000033	0.000937
오후 4:36:05.438 	0.000003	0.000025	0.000937
오후 4:36:05.439 	-0.000009	0.000015	0.000936
오후 4:36:05.439 	-0.000005	0.000018	0.000936
오후 4:36:05.441 	0.000020	0.000038	0.000936
오후 4:36:05.441 	-0.000003	0.000017	0.000936
오후 4:36:05.442 	-0.000010	0.000015	0.000936
오후 4:36:05.442 	-0.000016	0.000016	0.000936
오후 4:36:05.444 	0.000007	0.000024	0.000936
