Time	Fp1_Delta(%)	Fp1_Theta(%)	Fp1_Alpha(%)	Fp1_Beta(%)	Fp1_Gamma(%)	Fp2_Delta(%)	Fp2_Theta(%)	Fp2_Alpha(%)	Fp2_Beta(%)	Fp2_Gamma(%)	Heartbeat(bpm)	SDNN(ms)	RMSSD(ms)	VLF(%)	LF(%)	HF(%)
오후 3:50:37.063 	49.573327	37.727264	4.561836	2.533125	2.264747	51.440377	35.592956	4.565288	2.606037	2.494349	78.214767	132.634094	194.310630	14.344669	48.390765	37.264566
오후 3:50:38.048 	49.553928	37.629638	4.744132	2.591107	2.308264	51.317265	35.415095	4.770906	2.676085	2.554063	78.443860	133.873576	194.252605	14.547049	48.403019	37.049932
오후 3:50:39.116 	49.234973	37.738511	4.836677	2.603752	2.279088	50.925456	35.744421	4.812746	2.635811	2.538808	78.696949	135.088915	195.829689	14.970942	49.101567	35.927491
오후 3:50:40.081 	48.907044	37.742509	4.875386	2.618786	2.266027	50.580282	35.812214	4.870585	2.672375	2.515952	78.896044	135.000377	193.855241	14.082583	48.420728	37.496689
오후 3:50:41.073 	50.331308	36.520128	4.724763	2.560955	2.209592	51.958622	34.660241	4.714519	2.638069	2.455402	78.403169	135.098851	193.349510	13.289301	50.246965	36.463734
오후 3:50:42.057 	50.864538	36.135977	4.846168	2.658370	2.270411	52.642313	34.074604	4.789063	2.724192	2.493651	78.532331	134.819456	188.062744	9.687137	55.431472	34.881391
오후 3:50:43.076 	50.965944	36.296472	4.842619	2.647598	2.263615	52.518097	34.396249	4.821714	2.707804	2.460982	78.244063	130.662361	188.062744	12.028155	49.962933	38.008912
오후 3:50:44.150 	50.119418	37.174981	4.839649	2.568082	2.163340	51.807689	35.313284	4.748354	2.619069	2.307215	78.070096	127.972657	185.501702	16.211969	42.587559	41.200472
오후 3:50:45.106 	50.423901	36.909572	4.820714	2.557416	2.143192	52.318026	34.866509	4.735965	2.615374	2.305706	78.087867	127.963030	186.231231	16.433214	42.462855	41.103931
오후 3:50:46.103 	50.379109	36.939016	4.825674	2.582633	2.156241	52.007539	35.091629	4.774215	2.632086	2.338098	78.123434	127.807450	186.305703	17.077608	40.673019	42.249374
오후 3:50:47.089 	50.645144	37.091553	4.727189	2.507012	2.087321	52.405395	35.129792	4.667813	2.563835	2.272853	78.579955	129.242204	189.115635	14.904830	43.678030	41.417139
오후 3:50:48.117 	50.626550	37.391597	4.717021	2.442515	2.033827	51.991763	35.823064	4.584962	2.461335	2.224477	79.073359	129.223651	193.155652	14.703676	44.057107	41.239217
오후 3:50:49.173 	51.084811	36.868230	4.830202	2.503839	2.139513	52.431467	35.252349	4.787453	2.520786	2.264797	78.835606	129.456751	195.144933	13.610201	44.755820	41.633979
오후 3:50:50.099 	51.445056	36.691092	4.645693	2.446454	2.119294	52.716366	35.197357	4.598376	2.471446	2.234349	78.672884	130.917381	193.366250	11.796754	46.517190	41.686056
오후 3:50:51.117 	50.763052	37.231236	4.693603	2.411841	2.082763	52.293312	35.595969	4.558062	2.427379	2.197615	78.636815	130.542991	195.255082	12.675003	45.966455	41.358543
오후 3:50:52.114 	50.811116	37.213472	4.716423	2.403028	2.092029	52.225537	35.600591	4.670516	2.443562	2.212502	78.889996	131.137808	193.188618	12.400583	47.144517	40.454900
오후 3:50:53.132 	50.913512	37.176492	4.704007	2.396900	2.062761	52.273570	35.623515	4.664876	2.434980	2.196446	78.567775	130.724987	193.677047	10.298087	47.717067	41.984846
오후 3:50:54.166 	50.821755	36.763292	4.777293	2.457554	2.099378	52.049897	35.307699	4.767070	2.485454	2.229237	78.977875	131.862130	198.007251	9.487101	51.972759	38.540140
오후 3:50:55.139 	51.105621	36.539631	4.763432	2.446476	2.087142	52.310039	35.201009	4.754673	2.447245	2.179935	78.824353	133.491066	202.864802	8.789890	51.335314	39.874796
오후 3:50:56.136 	50.845196	36.708800	4.901964	2.500512	2.116326	52.128190	35.352967	4.835220	2.480355	2.222644	78.738641	134.570713	202.838764	8.481546	48.992923	42.525531
오후 3:50:57.149 	50.933647	36.793376	4.916304	2.533114	2.158145	51.918272	35.567718	4.916725	2.528466	2.237119	78.781473	134.075530	199.672490	8.059590	48.972781	42.967629
오후 3:50:58.159 	50.960280	36.880477	4.911491	2.478254	2.121031	52.088868	35.627966	4.843847	2.452942	2.187982	78.282625	135.419678	196.887877	7.831771	49.600609	42.567620
오후 3:50:59.164 	51.023911	36.867281	4.918743	2.437013	2.102395	52.156398	35.659482	4.843977	2.416334	2.139579	78.198087	136.499757	196.818115	5.985323	51.620434	42.394243
오후 3:51:00.198 	51.721092	36.342715	4.664766	2.410851	2.079061	52.467884	35.517899	4.620419	2.368571	2.120229	78.270537	135.616367	192.173697	5.985342	50.375180	43.639478
오후 3:51:01.165 	52.497641	35.677173	4.645784	2.407670	2.107671	53.225465	35.011173	4.554706	2.369152	2.100126	77.527566	135.303268	193.552249	6.220818	47.780688	45.998494
오후 3:51:02.174 	52.793399	35.580756	4.544345	2.366485	2.041172	53.509894	34.912738	4.480405	2.302468	2.052020	77.268293	136.416244	194.709405	6.030862	48.925340	45.043798
오후 3:51:03.162 	53.546142	34.952950	4.467144	2.285193	1.960019	54.198714	34.319286	4.417598	2.250356	1.976024	77.845688	138.296178	196.634964	8.300991	46.805142	44.893867
오후 3:51:04.232 	53.605287	34.211806	4.873415	2.418967	1.991363	54.497862	33.587388	4.813983	2.298254	1.909713	77.380353	138.361949	196.380493	13.358988	38.660060	47.980952
오후 3:51:05.216 	54.535316	33.778625	4.709427	2.271435	2.035961	55.115608	33.310983	4.720030	2.231866	1.906946	77.027581	138.162836	196.573454	14.766394	36.128763	49.104843
오후 3:51:06.152 	54.860971	33.593789	4.695137	2.244908	2.012008	55.323282	33.225528	4.701441	2.210797	1.874418	77.027581	138.162836	198.780509	12.910293	36.302164	50.787543
오후 3:51:07.177 	55.120358	33.526967	4.634257	2.197703	1.937667	55.216313	33.402932	4.722636	2.186412	1.816581	76.591115	138.356743	199.727739	11.976949	37.276546	50.746505
오후 3:51:08.165 	55.655974	33.222653	4.509354	2.121121	1.773530	56.258030	32.863363	4.473294	2.076085	1.592068	76.591115	138.356743	197.787800	9.766759	39.579529	50.653712
오후 3:51:09.183 	55.602280	33.322631	4.565388	2.100756	1.778707	56.285076	32.913796	4.505695	2.044302	1.594152	76.371147	138.535136	194.688946	8.607391	41.548803	49.843806
오후 3:51:10.178 	55.361174	33.669615	4.372606	2.096083	1.730538	56.053966	33.332310	4.339616	2.034241	1.489985	76.142406	138.927971	195.922126	9.100053	41.197439	49.702508
오후 3:51:11.182 	56.728360	32.818792	4.280232	1.971280	1.616267	57.521762	32.409000	4.236055	1.928173	1.374672	76.338551	141.398103	198.806345	8.303767	43.983490	47.712743
오후 3:51:12.223 	55.859377	32.995516	4.442049	2.117291	2.014737	56.784013	32.685251	4.205441	2.081812	1.697312	75.817815	140.237141	194.985905	6.652033	45.042314	48.305652
오후 3:51:13.187 	55.714331	33.062139	4.454003	2.136843	2.046664	56.623949	32.741113	4.239550	2.113991	1.746696	75.316493	134.182133	191.773833	7.803257	42.240277	49.956466
오후 3:51:14.287 	52.570613	35.405173	4.764148	2.319956	2.193355	53.802126	34.824595	4.540928	2.270266	1.893697	75.254391	135.150963	193.157052	8.140037	43.434244	48.425719
오후 3:51:15.321 	52.602095	35.026227	4.895292	2.367922	2.251753	53.842195	34.465405	4.652751	2.325528	1.928093	75.141115	135.000525	193.157052	8.377383	42.858897	48.763719
오후 3:51:16.362 	52.623751	34.993515	4.934793	2.333888	2.266762	53.893383	34.392483	4.701930	2.304113	1.953126	75.165715	133.967847	191.633622	9.585598	41.587642	48.826760
오후 3:51:17.422 	52.698246	34.970537	4.959758	2.321868	2.238879	53.926391	34.402647	4.733564	2.286964	1.936822	75.152428	134.906538	192.880365	9.522307	38.944820	51.532873
오후 3:51:18.410 	52.729145	34.977919	4.967489	2.290367	2.224847	53.996748	34.363955	4.740234	2.263671	1.919924	75.220372	134.933942	192.781452	9.273130	38.476758	52.250112
오후 3:51:19.472 	52.788108	34.944800	4.970741	2.296895	2.201704	54.073081	34.312576	4.761095	2.239338	1.906255	75.322520	134.617481	190.582371	10.011164	39.337647	50.651190
오후 3:51:20.450 	52.921311	34.727617	5.002937	2.250306	2.145880	54.104618	34.106218	4.810132	2.198510	1.857208	75.059973	132.129601	189.147907	10.960857	31.203090	57.836053
오후 3:51:21.444 	52.912470	34.532247	5.186902	2.416520	2.240863	53.928166	34.141922	4.970168	2.315540	1.955297	75.048860	132.009972	188.769615	12.490528	30.646110	56.863362
오후 3:51:22.509 	53.000786	34.514173	5.138053	2.394433	2.202799	54.017695	34.104499	4.944065	2.294960	1.929655	75.310898	132.910442	187.564467	13.502158	35.290860	51.206982
오후 3:51:23.462 	53.013752	34.522826	5.136019	2.389074	2.189035	54.038030	34.102458	4.942475	2.288314	1.925375	75.659291	134.179638	181.782329	13.913890	34.576646	51.509464
오후 3:51:24.438 	51.666521	35.751053	5.223448	2.339611	2.132091	52.890186	35.144326	5.001726	2.271192	1.888496	75.607724	133.577242	177.884552	15.392155	35.407487	49.200358
오후 3:51:25.414 	52.016153	35.069310	5.488069	2.429621	2.200404	52.815508	34.885530	5.228318	2.360710	1.965421	75.613450	133.512339	176.225567	12.825738	37.569397	49.604865
오후 3:51:26.384 	53.048436	34.213851	5.561383	2.305557	2.133172	53.692452	34.045393	5.390086	2.268378	1.890335	75.197710	131.912371	170.228178	11.113428	40.761403	48.125168
오후 3:51:27.326 	52.354876	34.685629	5.564130	2.352578	2.174563	52.826633	34.682149	5.430647	2.316946	1.936655	75.451027	130.282140	164.669493	9.140074	39.550864	51.309063
오후 3:51:28.347 	52.422733	34.649896	5.564477	2.332859	2.178037	52.971213	34.592046	5.410745	2.295411	1.924710	74.876256	131.306585	162.036558	7.667415	41.006111	51.326474
오후 3:51:29.376 	52.000531	34.482267	5.788616	2.566404	2.256352	52.461765	34.597025	5.635874	2.488179	2.005455	74.667452	131.654605	160.956024	8.897439	36.032441	55.070120
오후 3:51:30.405 	52.367476	34.633102	5.588697	2.387072	2.203266	52.894518	34.632093	5.469796	2.318643	1.956015	74.683955	131.425402	160.940709	10.147464	36.186337	53.666199
오후 3:51:31.427 	52.498803	34.624555	5.558649	2.358014	2.159344	53.097224	34.551829	5.417378	2.300734	1.918924	74.612497	132.344847	156.459445	10.270140	35.835080	53.894780
오후 3:51:32.456 	52.513895	34.632292	5.577495	2.341657	2.129268	53.180191	34.537869	5.417646	2.262482	1.892396	74.590538	132.040159	157.092082	10.207860	35.865988	53.926152
오후 3:51:33.437 	52.257599	34.380670	5.814695	2.463678	2.231280	52.809456	34.466263	5.626650	2.386155	1.960165	74.965614	131.605318	152.674690	10.227233	35.767829	54.004938
오후 3:51:34.499 	52.442338	34.791032	5.532885	2.341924	2.070399	53.171016	34.702965	5.386058	2.226840	1.811758	74.943446	131.341600	152.583176	9.733778	36.287715	53.978506
오후 3:51:35.550 	51.384781	35.059998	5.785154	2.485833	2.172774	51.929106	34.984213	5.722503	2.419286	1.928738	74.948987	131.433521	152.786124	10.588743	36.205398	53.205859
오후 3:51:36.479 	51.736227	34.704984	5.796940	2.542293	2.213618	51.957606	34.999486	5.760174	2.459875	1.956196	74.541176	130.171852	157.625407	11.910910	35.734407	52.354684
오후 3:51:37.446 	52.267611	34.122511	5.742352	2.543678	2.207600	52.244101	34.712635	5.716656	2.447174	1.937619	74.045723	129.637402	157.625407	10.611957	38.943588	50.444455
오후 3:51:38.402 	51.496221	34.418283	5.755977	2.655931	2.362634	51.618999	34.846754	5.785208	2.588028	2.055374	73.604879	130.663753	157.635087	13.478399	34.410655	52.110946
오후 3:51:39.445 	51.653997	34.681227	5.680129	2.550240	2.262105	51.724346	35.148019	5.627759	2.476248	1.964933	73.322725	130.417537	155.596591	13.474184	34.416078	52.109739
오후 3:51:40.489 	51.702044	34.666911	5.689588	2.532022	2.255690	51.757308	35.153960	5.631656	2.453065	1.963101	73.347047	131.788715	154.636444	11.522011	33.930587	54.547402
오후 3:51:41.418 	51.401244	33.899431	5.901275	2.761567	2.424395	51.136826	34.834961	5.842894	2.663464	2.102113	72.918493	131.784261	154.648007	13.966721	35.596289	50.436990
오후 3:51:42.404 	49.839341	34.488797	6.528820	2.967124	2.406213	50.232584	34.724805	6.506017	2.846033	2.085681	72.950460	132.245874	160.030409	12.038551	34.175757	53.785692
오후 3:51:43.357 	51.205317	33.612566	6.060215	2.663442	2.318861	51.543563	33.985989	6.011550	2.480047	2.000172	72.817124	132.215284	166.608282	11.278218	33.829934	54.891849
오후 3:51:44.341 	51.092502	33.679878	6.045574	2.746276	2.452813	50.574346	34.616500	6.200577	2.563105	2.119728	72.743169	133.067581	167.818934	11.436592	33.031990	55.531418
오후 3:51:45.315 	51.090785	33.635553	6.047722	2.746903	2.462963	50.716104	34.532450	6.188459	2.549657	2.115049	72.589792	133.644282	170.703712	11.830129	31.840937	56.328933
오후 3:51:46.306 	51.083389	33.674561	6.020156	2.755272	2.471531	50.667367	34.600371	6.177201	2.567347	2.119380	72.239859	132.541412	167.189007	11.625643	31.236355	57.138003
오후 3:51:47.303 	50.222495	33.363608	6.330230	2.935413	2.638157	49.664848	34.502866	6.474143	2.736709	2.260445	72.065829	131.321110	165.591427	11.713157	31.101109	57.185734
오후 3:51:48.333 	49.430399	33.022705	6.479093	3.135144	2.836991	48.590830	34.421533	6.650250	2.991100	2.426788	72.463347	133.721273	165.611583	11.293334	32.014234	56.692431
오후 3:51:49.360 	46.811622	33.946308	7.374663	3.676461	2.964901	46.017154	35.324678	7.523257	3.596872	2.612743	72.500182	133.426596	165.502856	9.713774	34.228543	56.057684
오후 3:51:50.309 	49.714490	32.939558	6.544298	3.226916	2.848895	48.758178	34.379085	6.756237	3.084355	2.466631	72.107468	131.816934	165.522302	8.793174	32.874986	58.331840
오후 3:51:51.334 	49.503124	32.780058	6.739100	3.498905	2.972708	48.943048	33.872935	6.927669	3.275221	2.575603	71.775701	130.009410	161.898188	7.715005	32.359206	59.925789
오후 3:51:52.313 	49.531545	32.816820	6.679121	3.366659	3.030915	48.966446	33.967271	6.790782	3.186588	2.545684	71.863528	129.552485	156.564016	7.143206	33.679725	59.177069
오후 3:51:53.342 	48.765734	32.875929	7.395670	3.312820	2.932584	48.168545	33.990411	7.556698	3.102239	2.460750	71.411201	126.534999	150.298648	6.192830	33.470284	60.336886
오후 3:51:54.375 	52.585384	30.879045	6.143586	2.908169	2.535585	53.550768	31.045618	6.028851	2.646790	2.041605	71.370362	127.029147	150.409648	5.064569	32.466588	62.468843
오후 3:51:55.348 	52.305220	31.640293	6.133214	2.803783	2.475869	53.312180	31.980479	5.905450	2.473476	1.978688	71.724138	130.044672	156.818120	5.576205	37.245675	57.178120
오후 3:51:56.353 	52.388223	31.440046	6.197233	2.824066	2.460405	53.466051	31.791685	5.952263	2.467360	1.970970	72.086643	130.379886	157.061188	3.980939	43.786522	52.232539
오후 3:51:57.372 	52.374298	31.398451	6.269015	2.801164	2.453047	53.458054	31.716172	6.033329	2.462822	1.965552	72.473868	130.583747	156.893359	3.570893	42.911194	53.517914
오후 3:51:58.435 	52.325275	31.377157	6.384260	2.786584	2.443434	53.385987	31.664843	6.158948	2.447994	1.964060	72.785595	131.441049	156.866004	1.797880	39.877838	58.324281
오후 3:51:59.448 	52.306604	31.325054	6.440597	2.776868	2.446589	53.351023	31.599047	6.231678	2.440717	1.969116	73.110721	131.668954	156.840924	0.430697	40.276278	59.293025
오후 3:52:00.455 	52.202950	31.338594	6.575084	2.787027	2.441427	53.226449	31.562974	6.395993	2.457721	1.977806	73.563218	132.494737	152.346880	0.417312	40.270333	59.312355
오후 3:52:01.445 	52.147120	31.273517	6.668845	2.792379	2.443273	53.168167	31.498485	6.506929	2.455821	1.977895	73.175022	131.799263	157.032343	0.628514	40.497062	58.874424
오후 3:52:02.420 	51.419814	31.802727	6.840649	2.783821	2.431062	52.637674	31.849021	6.661455	2.473727	1.979883	72.828069	130.866158	152.722011	0.364652	45.195928	54.439420
오후 3:52:03.357 	51.173031	31.824894	7.087453	2.951803	2.573252	52.332956	31.907515	6.870379	2.611136	2.081413	72.971788	129.838976	152.694689	0.416334	45.662255	53.921411
오후 3:52:04.419 	50.876574	31.940122	7.222720	2.971890	2.576718	52.101528	31.995065	7.017244	2.632610	2.094056	72.993128	129.732146	149.781418	0.352032	43.682197	55.965770
오후 3:52:05.390 	50.586527	31.199621	7.799355	3.150686	2.673233	51.957391	31.138186	7.493988	2.819239	2.177819	72.801517	127.952967	145.839237	0.373784	42.038622	57.587594
오후 3:52:06.364 	50.655725	31.486656	7.583975	3.061532	2.665166	52.054173	31.447370	7.320548	2.712986	2.158698	72.934473	127.219147	145.796726	0.461679	42.043909	57.494412
오후 3:52:07.375 	50.034914	31.559927	7.951402	3.260988	2.790449	51.558381	31.598737	7.660107	2.896914	2.241095	72.969121	128.381908	147.284315	0.716662	40.709014	58.574324
오후 3:52:08.370 	50.600473	31.275160	7.849823	3.273991	2.825384	52.371927	30.936548	7.579227	2.902061	2.287851	72.925816	128.915644	142.182833	0.700166	41.312772	57.987062
오후 3:52:09.429 	50.728017	30.439344	8.168656	3.521033	2.956834	52.731492	29.942126	7.901304	3.169102	2.415063	72.490229	127.729601	138.219863	1.856627	42.917911	55.225462
오후 3:52:10.486 	48.718306	32.185738	8.086009	3.590889	3.059035	50.615602	31.784118	7.906903	3.247478	2.518095	72.216998	128.715463	137.143592	2.635135	36.627614	60.737251
오후 3:52:11.439 	48.963897	30.821800	8.569107	3.753651	3.321726	50.804908	30.572170	8.385521	3.338785	2.708468	72.573962	130.736210	143.025571	2.548013	36.050218	61.401770
오후 3:52:12.432 	50.119117	30.673825	8.489855	3.648951	2.536934	51.543007	30.704265	8.269821	3.191828	2.077589	72.785595	132.427725	143.042240	3.199559	36.586005	60.214436
오후 3:52:13.399 	48.597607	31.435886	9.071432	3.537019	2.372285	50.574520	30.788089	8.770781	3.083043	1.898045	72.621472	132.886302	146.706375	2.519003	37.564154	59.916843
오후 3:52:14.452 	48.255121	32.402598	8.827223	3.660431	2.312679	49.924173	32.018821	8.648177	3.254348	1.871645	72.436814	134.096396	147.761259	1.714644	39.100347	59.185009
오후 3:52:15.465 	49.626594	31.430067	8.586674	3.563004	2.427715	51.325182	31.143650	8.358693	3.074987	1.882958	72.394138	133.950241	148.252188	1.581883	43.275435	55.142683
오후 3:52:16.447 	49.669310	31.598252	8.480147	3.541115	2.353856	51.348170	31.333819	8.236569	3.056788	1.782953	72.420804	134.055369	148.275059	1.875517	42.730961	55.393521
오후 3:52:17.402 	49.933019	31.403186	8.462094	3.487423	2.321787	51.670168	31.095791	8.217397	3.008093	1.751238	72.253582	132.966600	147.392206	2.591778	44.087803	53.320420
오후 3:52:18.416 	50.134519	31.580398	8.377734	3.374797	2.250624	51.582624	31.486070	8.145911	2.932022	1.698970	72.102098	133.950989	148.475840	2.700143	44.332704	52.967153
오후 3:52:19.448 	48.087283	32.010937	9.028491	3.920417	2.396901	49.332380	31.922112	8.962776	3.516159	1.902233	71.917478	134.972020	147.638271	2.148783	45.481165	52.370052
오후 3:52:20.440 	49.818626	31.583249	8.488373	3.532296	2.361468	51.676246	31.337251	8.207388	3.071050	1.779290	71.483421	134.863762	147.687478	1.102141	46.172596	52.725263
오후 3:52:21.445 	49.787796	31.617587	8.552789	3.513312	2.348352	51.657167	31.330345	8.270178	3.058363	1.750135	72.128305	145.341293	156.096574	0.738814	50.407494	48.853692
오후 3:52:22.445 	50.002553	31.635950	8.422709	3.397822	2.284718	51.920907	31.265959	8.162016	2.935541	1.695039	72.091848	144.667899	158.035755	0.605289	54.357336	45.037375
오후 3:52:23.454 	50.322188	31.465979	8.451657	3.350886	2.256776	52.286115	31.022615	8.179242	2.910610	1.671031	72.298301	146.302474	155.529870	0.408355	53.580967	46.010678
오후 3:52:24.468 	50.518919	30.711662	8.616486	3.665045	2.400404	52.917781	30.147068	8.281244	3.073105	1.737898	72.650950	148.141552	155.546220	0.810848	49.951429	49.237723
오후 3:52:25.458 	46.614895	31.367934	10.293284	4.641800	2.612697	48.694821	30.761276	9.881846	4.082474	2.073444	73.034175	150.029441	155.328071	1.095850	48.724859	50.179290
오후 3:52:26.476 	47.199384	30.752181	9.831925	4.851280	2.675928	50.119653	30.249854	9.095919	4.083628	2.019137	73.498318	150.734261	155.315596	1.011429	49.613342	49.375229
오후 3:52:27.441 	50.771060	30.029182	8.526216	3.997567	2.511830	53.314774	29.502612	7.940067	3.308620	1.845969	73.542306	150.231089	160.302875	1.349324	48.004025	50.646651
오후 3:52:28.518 	51.002944	30.052029	8.386640	3.943172	2.491631	53.518070	29.490827	7.844321	3.293202	1.826752	73.487329	150.763181	160.234114	1.727302	46.538544	51.734154
오후 3:52:29.509 	50.996649	30.047926	8.400921	3.934515	2.483878	53.521995	29.471802	7.852896	3.283731	1.830244	73.558815	150.102070	160.342909	1.705211	46.526300	51.768489
오후 3:52:30.503 	50.955345	30.049799	8.414102	3.944392	2.483000	53.499843	29.454026	7.857653	3.298324	1.834652	73.680108	148.948917	154.533133	1.375976	47.047596	51.576428
오후 3:52:31.453 	50.915776	30.093910	8.413847	3.942689	2.464771	53.518513	29.458560	7.853658	3.290759	1.832383	73.246405	148.358636	154.608346	1.344173	46.973066	51.682761
오후 3:52:32.468 	49.011428	32.102394	8.432864	3.716500	2.342082	51.606946	31.338226	7.916709	3.131964	1.737788	72.801600	149.113911	154.721097	1.101602	45.503243	53.395155
오후 3:52:33.504 	49.985824	31.521872	8.360948	3.646956	2.300539	52.218076	31.005196	7.870321	3.107443	1.721160	72.452830	148.161489	154.873650	1.019979	46.525470	52.454551
