Time	Fp1_Delta(%)	Fp1_Theta(%)	Fp1_Alpha(%)	Fp1_Beta(%)	Fp1_Gamma(%)	Fp2_Delta(%)	Fp2_Theta(%)	Fp2_Alpha(%)	Fp2_Beta(%)	Fp2_Gamma(%)	Heartbeat(bpm)	SDNN(ms)	RMSSD(ms)	VLF(%)	LF(%)	HF(%)
오후 9:24:44.237 	19.814027	35.381390	16.433697	13.685682	7.481121	22.725143	37.756132	15.241678	10.018158	5.663499	74.912015	45.192400	35.449335	1.192462	63.019666	35.787871
오후 9:24:45.224 	19.906632	35.362144	16.299856	13.741065	7.503441	22.795565	37.658718	15.203820	10.075028	5.596497	75.010889	44.812032	35.449335	1.149148	62.572505	36.278347
오후 9:24:46.208 	19.838513	35.500566	16.318832	13.577723	7.490032	22.592526	37.972421	15.215889	10.080960	5.588286	75.162890	43.984453	35.285617	1.248326	62.267736	36.483938
오후 9:24:47.139 	19.976925	35.461867	16.085213	13.616825	7.576706	22.574618	37.882749	15.211752	10.122930	5.674524	75.157852	43.994749	35.189389	1.520376	62.394591	36.085034
오후 9:24:48.131 	20.011476	35.404823	16.159139	13.632404	7.559765	22.649084	38.018433	15.156131	10.026645	5.711919	75.194496	43.810813	34.950525	1.375716	62.125962	36.498321
오후 9:24:49.222 	19.812977	35.418978	16.315744	13.609235	7.467077	22.577407	37.986723	15.222328	10.106164	5.680734	75.229334	43.768142	34.468758	1.364377	62.097614	36.538008
오후 9:24:50.194 	16.806760	33.410150	18.001479	15.606446	8.653320	18.660742	35.020785	17.903860	12.524987	7.020075	75.304094	43.014807	34.468758	1.405717	62.218753	36.375530
오후 9:24:51.177 	16.705814	33.216017	18.056258	15.853517	8.715163	18.470180	34.929566	17.940510	12.598811	7.069270	75.454063	41.797856	33.668084	0.890378	64.045525	35.064097
오후 9:24:52.192 	16.697860	33.318020	18.028660	15.887888	8.756510	18.547986	34.886530	17.794821	12.671469	7.054949	75.619719	42.051487	33.129861	0.666161	65.422015	33.911823
오후 9:24:53.171 	19.016000	33.673518	17.065189	14.482126	8.004150	19.639674	38.332909	16.295510	11.040979	6.084867	75.791158	41.179153	33.133015	0.793472	64.681222	34.525306
오후 9:24:54.271 	19.032422	33.719636	17.008571	14.520714	7.947398	19.712883	38.251254	16.252291	10.946467	6.035073	76.160254	42.738557	32.504893	0.828496	64.596057	34.575447
오후 9:24:55.233 	19.039078	33.606830	16.967394	14.457742	8.043914	19.570710	38.211922	16.220486	11.009988	6.032500	76.296443	43.768283	32.520748	0.844184	64.563379	34.592438
