Time	EEG_Fp1	EEG_Fp2	PPG
오후 9:23:06.241 	0.000001	-0.000015	0.000366
오후 9:23:06.241 	-0.000009	-0.000022	0.000365
오후 9:23:06.251 	0.000008	-0.000015	0.000364
오후 9:23:06.251 	-0.000012	-0.000032	0.000363
오후 9:23:06.260 	-0.000036	-0.000044	0.000362
오후 9:23:06.260 	-0.000011	-0.000032	0.000361
오후 9:23:06.270 	0.000022	0.000008	0.000361
오후 9:23:06.270 	0.000003	-0.000021	0.000360
오후 9:23:06.278 	0.000003	-0.000031	0.000360
오후 9:23:06.278 	0.000002	-0.000020	0.000360
오후 9:23:06.289 	0.000020	-0.000020	0.000360
오후 9:23:06.289 	0.000005	-0.000027	0.000360
오후 9:23:06.291 	-0.000015	-0.000022	0.000359
오후 9:23:06.291 	-0.000012	-0.000029	0.000359
오후 9:23:06.308 	0.000002	-0.000017	0.000359
오후 9:23:06.308 	0.000006	-0.000009	0.000359
오후 9:23:06.317 	-0.000012	-0.000024	0.000359
오후 9:23:06.317 	-0.000023	-0.000029	0.000359
오후 9:23:06.327 	0.000012	-0.000028	0.000359
오후 9:23:06.327 	0.000020	-0.000015	0.000359
오후 9:23:06.328 	-0.000013	-0.000035	0.000359
오후 9:23:06.328 	-0.000008	-0.000027	0.000359
오후 9:23:06.329 	-0.000002	-0.000021	0.000358
오후 9:23:06.329 	0.000012	-0.000021	0.000358
오후 9:23:06.334 	-0.000006	-0.000016	0.000357
오후 9:23:06.334 	-0.000037	-0.000038	0.000357
오후 9:23:06.347 	-0.000027	-0.000035	0.000356
오후 9:23:06.347 	-0.000021	-0.000023	0.000356
오후 9:23:06.353 	-0.000021	-0.000016	0.000355
오후 9:23:06.353 	-0.000015	-0.000032	0.000355
오후 9:23:06.354 	0.000010	-0.000023	0.000354
오후 9:23:06.354 	0.000008	-0.000025	0.000354
오후 9:23:06.365 	0.000024	-0.000022	0.000353
오후 9:23:06.365 	-0.000012	-0.000025	0.000353
오후 9:23:06.367 	-0.000014	-0.000017	0.000352
오후 9:23:06.367 	-0.000026	-0.000035	0.000352
오후 9:23:06.384 	0.000005	-0.000017	0.000351
오후 9:23:06.384 	-0.000028	-0.000023	0.000351
오후 9:23:06.386 	-0.000026	-0.000025	0.000350
오후 9:23:06.386 	-0.000023	-0.000023	0.000350
오후 9:23:06.404 	-0.000004	-0.000023	0.000350
오후 9:23:06.404 	-0.000008	-0.000009	0.000349
오후 9:23:06.409 	-0.000015	-0.000022	0.000349
오후 9:23:06.409 	-0.000016	-0.000022	0.000349
오후 9:23:06.414 	-0.000023	-0.000018	0.000349
오후 9:23:06.414 	-0.000032	-0.000016	0.000348
오후 9:23:06.447 	-0.000031	-0.000030	0.000348
오후 9:23:06.447 	-0.000014	-0.000020	0.000348
오후 9:23:06.451 	-0.000025	-0.000025	0.000348
오후 9:23:06.451 	-0.000013	-0.000022	0.000348
오후 9:23:06.463 	-0.000018	-0.000045	0.000348
오후 9:23:06.463 	-0.000026	-0.000033	0.000348
오후 9:23:06.482 	-0.000010	-0.000017	0.000349
오후 9:23:06.482 	0.000004	-0.000009	0.000349
오후 9:23:06.484 	-0.000000	-0.000007	0.000349
오후 9:23:06.484 	-0.000000	-0.000011	0.000349
오후 9:23:06.496 	0.000006	-0.000003	0.000350
오후 9:23:06.496 	0.000008	-0.000006	0.000350
오후 9:23:06.504 	-0.000005	0.000001	0.000350
오후 9:23:06.504 	-0.000004	-0.000003	0.000350
오후 9:23:06.505 	0.000022	-0.000006	0.000351
오후 9:23:06.505 	0.000016	-0.000003	0.000351
오후 9:23:06.515 	0.000026	0.000006	0.000352
오후 9:23:06.515 	0.000017	-0.000004	0.000352
오후 9:23:06.524 	0.000010	-0.000004	0.000353
오후 9:23:06.524 	-0.000004	-0.000007	0.000353
오후 9:23:06.537 	0.000015	0.000000	0.000354
오후 9:23:06.537 	-0.000005	0.000000	0.000354
오후 9:23:06.545 	-0.000011	-0.000007	0.000355
오후 9:23:06.545 	-0.000023	0.000002	0.000355
오후 9:23:06.557 	-0.000013	0.000015	0.000356
오후 9:23:06.557 	-0.000008	0.000014	0.000357
오후 9:23:06.564 	-0.000005	-0.000001	0.000357
오후 9:23:06.564 	-0.000003	-0.000004	0.000358
오후 9:23:06.564 	0.000009	0.000009	0.000359
오후 9:23:06.564 	0.000017	0.000016	0.000359
오후 9:23:06.579 	-0.000014	0.000004	0.000359
오후 9:23:06.579 	-0.000001	-0.000004	0.000360
오후 9:23:06.587 	-0.000011	-0.000013	0.000360
오후 9:23:06.587 	0.000024	0.000007	0.000361
오후 9:23:06.601 	-0.000015	-0.000020	0.000361
오후 9:23:06.601 	0.000018	0.000006	0.000362
