Time	EEG_Fp1	EEG_Fp2	PPG
오후 8:32:46.094 	-0.000019	-0.000021	0.000395
오후 8:32:46.094 	-0.000011	-0.000007	0.000395
오후 8:32:46.107 	0.000001	-0.000002	0.000395
오후 8:32:46.107 	0.000004	0.000002	0.000395
오후 8:32:46.108 	0.000001	-0.000002	0.000395
오후 8:32:46.108 	0.000013	0.000014	0.000395
오후 8:32:46.110 	0.000014	0.000013	0.000395
오후 8:32:46.110 	0.000017	0.000016	0.000395
오후 8:32:46.121 	0.000010	0.000008	0.000395
오후 8:32:46.121 	0.000015	0.000005	0.000395
오후 8:32:46.139 	0.000018	0.000009	0.000395
오후 8:32:46.139 	0.000021	0.000009	0.000394
오후 8:32:46.141 	0.000013	0.000000	0.000395
오후 8:32:46.141 	0.000005	0.000001	0.000394
오후 8:32:46.143 	0.000009	0.000004	0.000395
오후 8:32:46.143 	0.000011	0.000004	0.000394
오후 8:32:46.153 	0.000006	-0.000002	0.000394
오후 8:32:46.153 	0.000016	0.000003	0.000394
오후 8:32:46.167 	0.000027	0.000015	0.000394
오후 8:32:46.167 	0.000030	0.000024	0.000394
오후 8:32:46.175 	0.000020	0.000011	0.000394
오후 8:32:46.175 	0.000020	0.000014	0.000394
오후 8:32:46.181 	0.000022	0.000015	0.000394
오후 8:32:46.181 	0.000008	0.000015	0.000394
오후 8:32:46.186 	0.000003	0.000003	0.000394
오후 8:32:46.186 	0.000004	0.000000	0.000394
오후 8:32:46.224 	-0.000000	-0.000007	0.000394
오후 8:32:46.224 	0.000001	-0.000010	0.000394
오후 8:32:46.279 	-0.000008	-0.000018	0.000394
오후 8:32:46.279 	-0.000021	-0.000029	0.000394
오후 8:32:46.281 	-0.000030	-0.000041	0.000394
오후 8:32:46.281 	-0.000019	-0.000022	0.000394
오후 8:32:46.283 	-0.000017	-0.000021	0.000394
오후 8:32:46.283 	-0.000021	-0.000021	0.000394
오후 8:32:46.284 	-0.000014	-0.000021	0.000394
오후 8:32:46.284 	-0.000008	-0.000013	0.000394
오후 8:32:46.285 	0.000008	-0.000001	0.000394
오후 8:32:46.285 	0.000012	0.000010	0.000393
오후 8:32:46.299 	-0.000003	-0.000013	0.000393
오후 8:32:46.299 	0.000003	-0.000002	0.000393
오후 8:32:46.303 	0.000008	0.000003	0.000393
오후 8:32:46.303 	0.000004	0.000000	0.000393
오후 8:32:46.316 	-0.000003	-0.000006	0.000393
오후 8:32:46.316 	-0.000002	-0.000006	0.000393
오후 8:32:46.318 	0.000010	0.000008	0.000393
오후 8:32:46.318 	0.000000	-0.000004	0.000393
오후 8:32:46.322 	0.000002	-0.000007	0.000393
오후 8:32:46.322 	-0.000001	-0.000011	0.000393
오후 8:32:46.334 	0.000006	0.000000	0.000393
오후 8:32:46.334 	-0.000002	-0.000008	0.000393
오후 8:32:46.338 	0.000002	-0.000013	0.000393
오후 8:32:46.338 	-0.000009	-0.000021	0.000393
오후 8:32:46.349 	-0.000004	-0.000016	0.000394
오후 8:32:46.349 	-0.000006	-0.000019	0.000394
오후 8:32:46.354 	-0.000011	-0.000014	0.000394
오후 8:32:46.354 	-0.000014	-0.000017	0.000394
오후 8:32:46.356 	0.000004	-0.000001	0.000395
오후 8:32:46.356 	0.000008	-0.000006	0.000395
오후 8:32:46.366 	-0.000009	-0.000023	0.000395
오후 8:32:46.366 	-0.000009	-0.000031	0.000395
오후 8:32:46.372 	-0.000006	-0.000022	0.000396
오후 8:32:46.372 	-0.000007	-0.000010	0.000396
오후 8:32:46.376 	-0.000003	-0.000002	0.000397
오후 8:32:46.376 	-0.000001	-0.000002	0.000397
오후 8:32:46.386 	0.000000	-0.000007	0.000397
오후 8:32:46.386 	0.000013	0.000010	0.000398
오후 8:32:46.388 	0.000008	0.000006	0.000398
오후 8:32:46.388 	0.000007	0.000002	0.000398
오후 8:32:46.393 	0.000009	0.000004	0.000398
오후 8:32:46.393 	0.000018	0.000019	0.000399
오후 8:32:46.397 	0.000009	0.000010	0.000399
오후 8:32:46.397 	0.000004	0.000002	0.000399
오후 8:32:46.421 	-0.000002	-0.000002	0.000399
오후 8:32:46.421 	0.000007	0.000003	0.000400
오후 8:32:46.423 	0.000009	0.000008	0.000400
오후 8:32:46.423 	-0.000005	-0.000008	0.000400
오후 8:32:46.426 	-0.000013	-0.000011	0.000400
오후 8:32:46.426 	-0.000012	-0.000014	0.000401
오후 8:32:46.428 	-0.000002	-0.000004	0.000401
오후 8:32:46.428 	0.000002	-0.000007	0.000401
오후 8:32:46.432 	-0.000004	-0.000010	0.000401
오후 8:32:46.432 	-0.000000	-0.000006	0.000400
오후 8:32:46.437 	0.000003	-0.000001	0.000400
오후 8:32:46.437 	0.000009	0.000006	0.000400
오후 8:32:46.445 	0.000000	-0.000012	0.000400
오후 8:32:46.445 	0.000007	-0.000004	0.000400
오후 8:32:46.451 	0.000014	-0.000002	0.000400
오후 8:32:46.451 	0.000003	-0.000003	0.000399
오후 8:32:46.459 	-0.000009	-0.000009	0.000399
오후 8:32:46.459 	-0.000017	-0.000014	0.000399
오후 8:32:46.461 	-0.000004	-0.000008	0.000399
오후 8:32:46.461 	0.000005	0.000007	0.000399
오후 8:32:46.466 	0.000005	0.000004	0.000399
오후 8:32:46.466 	-0.000003	-0.000006	0.000399
오후 8:32:46.474 	0.000007	0.000004	0.000398
오후 8:32:46.474 	0.000000	0.000002	0.000398
오후 8:32:46.476 	0.000005	0.000013	0.000398
오후 8:32:46.476 	-0.000008	-0.000010	0.000398
오후 8:32:46.486 	-0.000006	-0.000012	0.000398
오후 8:32:46.486 	0.000003	-0.000003	0.000397
오후 8:32:46.499 	-0.000002	0.000002	0.000397
오후 8:32:46.499 	-0.000002	0.000001	0.000397
오후 8:32:46.508 	0.000007	0.000012	0.000397
오후 8:32:46.508 	0.000012	0.000012	0.000397
오후 8:32:46.513 	0.000009	0.000016	0.000397
오후 8:32:46.513 	-0.000000	0.000004	0.000397
오후 8:32:46.519 	-0.000006	-0.000007	0.000396
오후 8:32:46.519 	0.000004	0.000004	0.000396
오후 8:32:46.521 	-0.000006	0.000002	0.000396
오후 8:32:46.521 	-0.000006	0.000003	0.000396
오후 8:32:46.527 	-0.000016	-0.000010	0.000396
오후 8:32:46.527 	-0.000014	-0.000003	0.000396
오후 8:32:46.533 	-0.000021	-0.000006	0.000396
오후 8:32:46.533 	-0.000013	0.000005	0.000395
오후 8:32:46.535 	-0.000017	-0.000009	0.000395
오후 8:32:46.535 	-0.000021	-0.000008	0.000395
오후 8:32:46.547 	-0.000009	-0.000000	0.000395
오후 8:32:46.547 	-0.000010	-0.000001	0.000395
오후 8:32:46.551 	-0.000013	-0.000002	0.000395
오후 8:32:46.551 	-0.000013	-0.000001	0.000395
오후 8:32:46.561 	0.000006	0.000016	0.000395
오후 8:32:46.561 	-0.000004	0.000004	0.000395
오후 8:32:46.567 	-0.000007	0.000005	0.000395
오후 8:32:46.567 	-0.000029	-0.000019	0.000395
오후 8:32:46.576 	-0.000017	-0.000000	0.000395
오후 8:32:46.576 	-0.000009	0.000000	0.000395
오후 8:32:46.583 	0.000004	0.000009	0.000394
오후 8:32:46.583 	0.000001	0.000009	0.000395
오후 8:32:46.590 	-0.000003	0.000003	0.000395
오후 8:32:46.590 	-0.000004	0.000005	0.000395
오후 8:32:46.597 	-0.000005	0.000004	0.000394
오후 8:32:46.597 	-0.000009	-0.000005	0.000394
오후 8:32:46.609 	-0.000008	-0.000003	0.000394
오후 8:32:46.609 	0.000007	0.000018	0.000394
오후 8:32:46.612 	0.000002	0.000018	0.000394
오후 8:32:46.612 	0.000004	0.000017	0.000394
오후 8:32:46.619 	0.000003	0.000009	0.000394
오후 8:32:46.619 	0.000004	0.000017	0.000394
오후 8:32:46.628 	0.000000	0.000003	0.000394
오후 8:32:46.628 	-0.000013	-0.000008	0.000394
오후 8:32:46.637 	-0.000030	-0.000021	0.000394
오후 8:32:46.637 	-0.000020	-0.000009	0.000394
오후 8:32:46.648 	-0.000013	0.000004	0.000394
오후 8:32:46.648 	-0.000015	0.000001	0.000394
