Time	EEG_Fp1	EEG_Fp2	PPG
오후 8:25:13.528 	-0.000015	-0.000021	0.000412
오후 8:25:13.528 	0.000002	-0.000041	0.000412
오후 8:25:13.534 	0.000009	-0.000077	0.000412
오후 8:25:13.534 	-0.000027	-0.000111	0.000411
오후 8:25:13.551 	-0.000018	-0.000066	0.000411
오후 8:25:13.551 	0.000032	-0.000062	0.000411
오후 8:25:13.552 	0.000024	-0.000067	0.000411
오후 8:25:13.552 	0.000003	-0.000067	0.000410
오후 8:25:13.564 	0.000041	-0.000077	0.000410
오후 8:25:13.564 	0.000049	-0.000056	0.000409
오후 8:25:13.570 	0.000038	-0.000054	0.000409
오후 8:25:13.570 	0.000030	-0.000068	0.000409
오후 8:25:13.574 	0.000034	-0.000074	0.000409
오후 8:25:13.574 	0.000046	-0.000064	0.000408
오후 8:25:13.584 	0.000072	-0.000067	0.000408
오후 8:25:13.584 	0.000036	-0.000092	0.000407
오후 8:25:13.593 	0.000029	-0.000087	0.000407
오후 8:25:13.593 	0.000056	-0.000092	0.000407
오후 8:25:13.598 	0.000019	-0.000083	0.000406
오후 8:25:13.598 	0.000036	-0.000103	0.000406
오후 8:25:13.608 	0.000024	-0.000142	0.000406
오후 8:25:13.608 	0.000030	-0.000137	0.000405
오후 8:25:13.615 	-0.000025	-0.000122	0.000405
오후 8:25:13.615 	-0.000006	-0.000078	0.000405
오후 8:25:13.622 	0.000016	-0.000056	0.000405
오후 8:25:13.622 	0.000040	-0.000055	0.000405
오후 8:25:13.628 	0.000026	-0.000055	0.000405
오후 8:25:13.628 	-0.000003	-0.000048	0.000405
오후 8:25:13.640 	0.000038	-0.000051	0.000405
오후 8:25:13.640 	0.000050	-0.000051	0.000405
오후 8:25:13.646 	0.000029	-0.000046	0.000405
오후 8:25:13.646 	0.000011	-0.000059	0.000404
오후 8:25:13.678 	0.000067	-0.000035	0.000405
오후 8:25:13.678 	0.000030	-0.000023	0.000405
오후 8:25:13.685 	0.000040	-0.000027	0.000405
오후 8:25:13.685 	0.000035	-0.000040	0.000405
오후 8:25:13.699 	0.000001	-0.000042	0.000405
오후 8:25:13.699 	0.000016	-0.000032	0.000405
오후 8:25:13.703 	0.000085	-0.000032	0.000405
오후 8:25:13.703 	0.000083	-0.000023	0.000405
오후 8:25:13.736 	0.000034	-0.000065	0.000405
오후 8:25:13.736 	0.000025	-0.000061	0.000405
오후 8:25:13.740 	0.000047	-0.000080	0.000405
오후 8:25:13.740 	0.000048	-0.000078	0.000405
오후 8:25:13.749 	0.000041	-0.000084	0.000405
오후 8:25:13.749 	0.000046	-0.000067	0.000405
오후 8:25:13.757 	0.000063	-0.000095	0.000405
오후 8:25:13.757 	0.000079	-0.000075	0.000405
오후 8:25:13.768 	0.000052	-0.000061	0.000405
오후 8:25:13.768 	0.000084	-0.000078	0.000405
오후 8:25:13.774 	0.000078	-0.000088	0.000405
오후 8:25:13.774 	0.000059	-0.000126	0.000405
오후 8:25:13.784 	0.000035	-0.000113	0.000405
오후 8:25:13.784 	0.000066	-0.000090	0.000405
오후 8:25:13.798 	0.000076	-0.000063	0.000405
오후 8:25:13.798 	0.000073	-0.000065	0.000405
오후 8:25:13.806 	0.000102	-0.000035	0.000405
오후 8:25:13.806 	0.000076	-0.000054	0.000405
오후 8:25:13.807 	0.000082	-0.000014	0.000405
오후 8:25:13.807 	0.000050	-0.000016	0.000406
오후 8:25:13.814 	0.000049	-0.000041	0.000406
오후 8:25:13.814 	0.000045	-0.000062	0.000406
오후 8:25:13.821 	0.000043	-0.000062	0.000406
오후 8:25:13.821 	0.000023	-0.000065	0.000406
오후 8:25:13.822 	0.000081	-0.000043	0.000406
오후 8:25:13.822 	0.000072	-0.000087	0.000406
오후 8:25:13.836 	0.000073	-0.000103	0.000406
오후 8:25:13.836 	0.000081	-0.000040	0.000406
오후 8:25:13.838 	0.000072	-0.000065	0.000406
오후 8:25:13.838 	0.000062	-0.000090	0.000406
오후 8:25:13.855 	0.000030	-0.000097	0.000406
오후 8:25:13.855 	-0.000003	-0.000093	0.000406
오후 8:25:13.863 	0.000021	-0.000082	0.000406
오후 8:25:13.863 	0.000053	-0.000048	0.000406
오후 8:25:13.864 	0.000087	-0.000057	0.000406
오후 8:25:13.864 	0.000077	-0.000038	0.000406
오후 8:25:13.874 	0.000089	-0.000075	0.000406
오후 8:25:13.874 	0.000084	-0.000090	0.000406
오후 8:25:13.875 	0.000095	-0.000056	0.000406
오후 8:25:13.875 	0.000096	-0.000034	0.000406
오후 8:25:13.880 	0.000084	-0.000021	0.000406
오후 8:25:13.880 	0.000088	-0.000014	0.000406
오후 8:25:13.887 	0.000068	-0.000030	0.000406
오후 8:25:13.887 	0.000081	-0.000041	0.000406
오후 8:25:13.902 	0.000082	-0.000019	0.000406
오후 8:25:13.902 	0.000098	-0.000030	0.000406
오후 8:25:13.907 	0.000093	-0.000030	0.000406
오후 8:25:13.907 	0.000085	-0.000038	0.000406
오후 8:25:13.919 	0.000053	-0.000042	0.000406
오후 8:25:13.919 	0.000046	-0.000066	0.000406
오후 8:25:13.927 	0.000093	-0.000056	0.000406
오후 8:25:13.927 	0.000083	-0.000063	0.000406
오후 8:25:13.937 	0.000046	-0.000052	0.000406
오후 8:25:13.937 	0.000016	-0.000049	0.000406
오후 8:25:13.938 	-0.000014	-0.000034	0.000406
오후 8:25:13.938 	-0.000036	-0.000050	0.000406
오후 8:25:13.950 	-0.000034	-0.000063	0.000406
오후 8:25:13.950 	-0.000034	-0.000073	0.000406
오후 8:25:13.963 	-0.000019	-0.000082	0.000406
오후 8:25:13.963 	-0.000013	-0.000087	0.000406
오후 8:25:13.969 	-0.000003	-0.000103	0.000406
오후 8:25:13.969 	0.000014	-0.000084	0.000406
오후 8:25:13.971 	0.000019	-0.000071	0.000406
오후 8:25:13.971 	0.000051	-0.000035	0.000406
오후 8:25:13.984 	0.000051	-0.000034	0.000407
오후 8:25:13.984 	0.000038	-0.000037	0.000407
오후 8:25:13.988 	0.000055	-0.000046	0.000407
오후 8:25:13.988 	0.000050	-0.000034	0.000407
오후 8:25:13.999 	0.000021	-0.000048	0.000408
오후 8:25:13.999 	0.000022	-0.000056	0.000408
오후 8:25:14.009 	0.000046	-0.000038	0.000408
오후 8:25:14.009 	0.000060	-0.000037	0.000409
오후 8:25:14.010 	0.000097	-0.000023	0.000409
오후 8:25:14.010 	0.000085	-0.000038	0.000409
오후 8:25:14.022 	0.000079	-0.000067	0.000409
오후 8:25:14.022 	0.000101	-0.000046	0.000410
오후 8:25:14.024 	0.000099	-0.000055	0.000410
오후 8:25:14.024 	0.000100	-0.000068	0.000411
오후 8:25:14.033 	0.000074	-0.000073	0.000411
오후 8:25:14.033 	0.000063	-0.000049	0.000412
오후 8:25:14.042 	0.000107	-0.000033	0.000412
오후 8:25:14.042 	0.000065	-0.000054	0.000413
오후 8:25:14.044 	0.000076	-0.000068	0.000413
오후 8:25:14.044 	0.000059	-0.000079	0.000413
오후 8:25:14.057 	0.000037	-0.000055	0.000413
오후 8:25:14.057 	0.000011	-0.000059	0.000414
오후 8:25:14.065 	0.000021	-0.000064	0.000414
오후 8:25:14.065 	0.000045	-0.000042	0.000414
오후 8:25:14.075 	0.000036	-0.000046	0.000414
오후 8:25:14.075 	0.000028	-0.000057	0.000414
오후 8:25:14.076 	0.000032	-0.000073	0.000414
오후 8:25:14.076 	0.000026	-0.000076	0.000413
오후 8:25:14.082 	0.000013	-0.000070	0.000413
오후 8:25:14.082 	0.000008	-0.000071	0.000413
오후 8:25:14.090 	0.000005	-0.000088	0.000413
오후 8:25:14.090 	0.000027	-0.000073	0.000413
오후 8:25:14.098 	-0.000010	-0.000065	0.000412
오후 8:25:14.098 	0.000031	-0.000047	0.000412
오후 8:25:14.099 	0.000032	-0.000083	0.000412
오후 8:25:14.099 	0.000029	-0.000083	0.000411
오후 8:25:14.112 	0.000064	-0.000064	0.000411
오후 8:25:14.112 	0.000042	-0.000072	0.000411
오후 8:25:14.115 	0.000017	-0.000111	0.000411
오후 8:25:14.115 	0.000028	-0.000086	0.000410
오후 8:25:14.116 	0.000025	-0.000087	0.000410
오후 8:25:14.116 	-0.000005	-0.000093	0.000410
오후 8:25:14.128 	0.000023	-0.000073	0.000409
오후 8:25:14.128 	0.000033	-0.000068	0.000409
오후 8:25:14.135 	0.000028	-0.000044	0.000409
오후 8:25:14.135 	0.000029	-0.000028	0.000409
오후 8:25:14.146 	0.000059	-0.000030	0.000409
오후 8:25:14.146 	0.000049	-0.000015	0.000408
오후 8:25:14.150 	0.000065	-0.000035	0.000408
오후 8:25:14.150 	0.000071	-0.000005	0.000408
오후 8:25:14.151 	0.000053	0.000008	0.000407
오후 8:25:14.151 	0.000049	0.000021	0.000407
오후 8:25:14.161 	0.000034	0.000036	0.000407
오후 8:25:14.161 	0.000024	0.000016	0.000407
오후 8:25:14.168 	0.000029	0.000030	0.000407
오후 8:25:14.168 	0.000046	0.000029	0.000407
오후 8:25:14.170 	0.000045	0.000037	0.000407
오후 8:25:14.170 	0.000038	0.000048	0.000406
오후 8:25:14.182 	0.000051	0.000023	0.000406
오후 8:25:14.182 	0.000034	0.000019	0.000406
오후 8:25:14.183 	0.000032	-0.000000	0.000406
오후 8:25:14.183 	0.000045	0.000002	0.000406
