Time	EEG_Fp1	EEG_Fp2	PPG
오후 3:44:48.322 	-0.000009	0.000003	0.000996
오후 3:44:48.322 	-0.000038	-0.000030	0.000994
오후 3:44:48.323 	-0.000008	-0.000002	0.000993
오후 3:44:48.323 	-0.000005	0.000022	0.000991
오후 3:44:48.324 	-0.000003	0.000014	0.000989
오후 3:44:48.324 	-0.000020	-0.000030	0.000987
오후 3:44:48.326 	-0.000006	-0.000024	0.000985
오후 3:44:48.326 	-0.000011	-0.000009	0.000983
오후 3:44:48.327 	-0.000008	0.000015	0.000981
오후 3:44:48.327 	-0.000043	-0.000024	0.000979
오후 3:44:48.328 	-0.000052	-0.000025	0.000977
오후 3:44:48.328 	0.000023	0.000030	0.000975
오후 3:44:48.329 	0.000037	0.000038	0.000973
오후 3:44:48.329 	0.000019	0.000021	0.000971
오후 3:44:48.341 	-0.000009	-0.000001	0.000969
오후 3:44:48.341 	0.000008	0.000016	0.000967
오후 3:44:48.343 	0.000002	0.000007	0.000965
오후 3:44:48.343 	-0.000013	-0.000023	0.000963
오후 3:44:48.351 	-0.000025	-0.000044	0.000962
오후 3:44:48.351 	-0.000011	-0.000006	0.000960
오후 3:44:48.363 	-0.000024	0.000004	0.000958
오후 3:44:48.363 	-0.000019	-0.000001	0.000957
오후 3:44:48.368 	-0.000043	-0.000041	0.000955
오후 3:44:48.368 	-0.000016	-0.000017	0.000953
오후 3:44:48.374 	0.000024	0.000029	0.000951
오후 3:44:48.374 	0.000021	0.000017	0.000949
오후 3:44:48.385 	-0.000014	-0.000017	0.000947
오후 3:44:48.385 	-0.000039	-0.000029	0.000945
오후 3:44:48.387 	-0.000006	0.000010	0.000944
오후 3:44:48.387 	-0.000028	-0.000029	0.000941
오후 3:44:48.393 	-0.000020	-0.000025	0.000940
오후 3:44:48.393 	-0.000034	-0.000033	0.000938
오후 3:44:48.405 	-0.000008	-0.000000	0.000937
오후 3:44:48.405 	-0.000000	-0.000004	0.000935
오후 3:44:48.406 	-0.000023	-0.000013	0.000934
오후 3:44:48.406 	-0.000036	-0.000039	0.000933
오후 3:44:48.413 	-0.000004	-0.000003	0.000932
오후 3:44:48.413 	0.000007	0.000015	0.000931
오후 3:44:48.424 	-0.000004	0.000002	0.000931
오후 3:44:48.424 	-0.000042	-0.000034	0.000930
오후 3:44:48.429 	-0.000027	-0.000021	0.000930
오후 3:44:48.429 	-0.000009	0.000002	0.000929
오후 3:44:48.440 	0.000004	-0.000003	0.000929
오후 3:44:48.440 	-0.000022	-0.000026	0.000929
오후 3:44:48.448 	-0.000023	-0.000027	0.000929
오후 3:44:48.448 	0.000009	0.000006	0.000930
오후 3:44:48.459 	0.000025	0.000025	0.000930
오후 3:44:48.459 	-0.000010	-0.000009	0.000930
오후 3:44:48.460 	-0.000038	-0.000031	0.000931
오후 3:44:48.460 	-0.000006	0.000008	0.000931
오후 3:44:48.462 	0.000000	0.000011	0.000931
오후 3:44:48.462 	0.000000	-0.000008	0.000932
오후 3:44:48.475 	-0.000025	-0.000050	0.000932
오후 3:44:48.475 	-0.000003	-0.000019	0.000933
오후 3:44:48.483 	0.000001	0.000006	0.000933
오후 3:44:48.483 	-0.000018	-0.000001	0.000933
오후 3:44:48.484 	-0.000021	-0.000008	0.000933
오후 3:44:48.484 	-0.000004	-0.000005	0.000934
오후 3:44:48.497 	0.000003	0.000002	0.000934
오후 3:44:48.497 	-0.000018	-0.000011	0.000934
오후 3:44:48.499 	-0.000023	-0.000023	0.000934
오후 3:44:48.499 	-0.000013	-0.000011	0.000934
오후 3:44:48.503 	0.000023	0.000025	0.000934
오후 3:44:48.503 	0.000009	0.000010	0.000934
오후 3:44:48.517 	-0.000034	-0.000030	0.000933
오후 3:44:48.517 	-0.000036	-0.000029	0.000933
오후 3:44:48.519 	-0.000005	-0.000007	0.000933
오후 3:44:48.519 	-0.000010	-0.000030	0.000932
오후 3:44:48.526 	-0.000003	-0.000016	0.000932
오후 3:44:48.526 	-0.000042	-0.000033	0.000931
오후 3:44:48.537 	-0.000001	0.000008	0.000930
오후 3:44:48.537 	-0.000012	0.000003	0.000930
오후 3:44:48.538 	-0.000008	-0.000003	0.000929
오후 3:44:48.538 	-0.000035	-0.000032	0.000928
오후 3:44:48.544 	-0.000024	-0.000025	0.000927
오후 3:44:48.544 	-0.000013	-0.000011	0.000927
오후 3:44:48.558 	-0.000017	-0.000004	0.000926
오후 3:44:48.558 	-0.000013	-0.000028	0.000925
오후 3:44:48.560 	0.000003	-0.000009	0.000924
