Time	EEG_Fp1	EEG_Fp2	PPG
오후 8:43:18.451 	0.000004	-0.000005	0.000398
오후 8:43:18.451 	-0.000004	-0.000017	0.000398
오후 8:43:18.453 	0.000004	-0.000007	0.000398
오후 8:43:18.453 	0.000004	-0.000005	0.000398
오후 8:43:18.455 	0.000008	-0.000006	0.000398
오후 8:43:18.455 	0.000004	-0.000013	0.000398
오후 8:43:18.469 	0.000003	-0.000005	0.000398
오후 8:43:18.469 	0.000005	0.000001	0.000397
오후 8:43:18.474 	0.000007	-0.000002	0.000397
오후 8:43:18.474 	0.000007	-0.000005	0.000397
오후 8:43:18.475 	0.000007	-0.000001	0.000397
오후 8:43:18.475 	0.000011	0.000003	0.000397
오후 8:43:18.491 	0.000009	-0.000002	0.000397
오후 8:43:18.491 	-0.000001	-0.000013	0.000397
오후 8:43:18.492 	-0.000001	-0.000013	0.000397
오후 8:43:18.492 	0.000007	-0.000005	0.000397
오후 8:43:18.498 	0.000012	-0.000013	0.000397
오후 8:43:18.498 	0.000012	-0.000008	0.000397
오후 8:43:18.514 	0.000004	-0.000015	0.000397
오후 8:43:18.514 	0.000016	-0.000008	0.000397
오후 8:43:18.516 	0.000013	-0.000006	0.000397
오후 8:43:18.516 	0.000015	-0.000005	0.000396
오후 8:43:18.523 	-0.000001	-0.000012	0.000396
오후 8:43:18.523 	0.000005	-0.000011	0.000396
오후 8:43:18.534 	0.000007	-0.000008	0.000396
오후 8:43:18.534 	0.000009	-0.000000	0.000396
오후 8:43:18.559 	0.000005	-0.000003	0.000396
오후 8:43:18.559 	0.000003	-0.000007	0.000395
오후 8:43:18.571 	0.000004	-0.000008	0.000395
오후 8:43:18.571 	0.000005	0.000001	0.000395
오후 8:43:18.580 	0.000005	-0.000004	0.000395
오후 8:43:18.580 	0.000002	-0.000008	0.000395
오후 8:43:18.587 	0.000005	-0.000004	0.000395
오후 8:43:18.587 	0.000010	-0.000001	0.000395
오후 8:43:18.598 	0.000017	0.000010	0.000395
오후 8:43:18.598 	0.000007	-0.000003	0.000395
오후 8:43:18.609 	0.000009	-0.000000	0.000395
오후 8:43:18.609 	0.000013	0.000000	0.000395
오후 8:43:18.618 	0.000006	-0.000006	0.000395
오후 8:43:18.618 	-0.000003	-0.000011	0.000395
오후 8:43:18.627 	-0.000000	-0.000011	0.000395
오후 8:43:18.627 	-0.000004	-0.000011	0.000395
오후 8:43:18.638 	0.000005	0.000000	0.000395
오후 8:43:18.638 	-0.000008	-0.000008	0.000395
오후 8:43:18.639 	0.000004	-0.000003	0.000395
오후 8:43:18.639 	0.000000	-0.000003	0.000395
오후 8:43:18.645 	0.000005	-0.000002	0.000395
오후 8:43:18.645 	0.000002	-0.000001	0.000395
오후 8:43:18.654 	-0.000004	-0.000008	0.000395
오후 8:43:18.654 	0.000010	0.000003	0.000395
오후 8:43:18.666 	0.000017	0.000005	0.000395
오후 8:43:18.666 	0.000011	0.000002	0.000395
오후 8:43:18.673 	0.000009	0.000003	0.000395
오후 8:43:18.673 	0.000012	0.000004	0.000395
오후 8:43:18.674 	0.000018	0.000013	0.000395
오후 8:43:18.674 	0.000013	0.000008	0.000395
오후 8:43:18.685 	0.000008	0.000005	0.000395
오후 8:43:18.685 	0.000016	0.000011	0.000395
