Time	Fp1_Delta(%)	Fp1_Theta(%)	Fp1_Alpha(%)	Fp1_Beta(%)	Fp1_Gamma(%)	Fp2_Delta(%)	Fp2_Theta(%)	Fp2_Alpha(%)	Fp2_Beta(%)	Fp2_Gamma(%)	Heartbeat(bpm)	SDNN(ms)	RMSSD(ms)	VLF(%)	LF(%)	HF(%)
오후 9:41:24.854 	25.692399	46.930365	13.728490	5.249497	3.004307	29.383591	48.340705	11.598478	3.757583	2.140005	80.173536	91.592917	67.217615	24.083960	48.583924	27.332116
오후 9:41:25.791 	25.642419	46.940136	13.725945	5.265065	3.020227	29.430473	48.371345	11.542108	3.743122	2.121134	80.075829	91.011008	67.087558	24.742371	48.399432	26.858196
오후 9:41:26.781 	25.559040	47.078763	13.660477	5.317432	3.024038	29.451122	48.372663	11.531845	3.747590	2.138311	80.092097	91.006367	65.841494	24.672670	48.408902	26.918428
오후 9:41:27.781 	25.575985	47.083531	13.660192	5.309812	3.019537	29.489242	48.340746	11.479905	3.741741	2.143753	80.336911	90.107145	66.043964	24.911976	49.194208	25.893815
오후 9:41:28.773 	25.708546	46.848219	13.770440	5.342199	3.058399	29.419190	48.427365	11.603577	3.754532	2.145477	80.695090	88.349837	65.722342	25.072760	48.307104	26.620136
오후 9:41:29.856 	25.663954	46.825493	13.781635	5.335809	3.067800	29.441699	48.418214	11.563781	3.769617	2.149808	81.066378	87.416083	65.880450	25.197386	48.217309	26.585306
오후 9:41:30.827 	25.629281	46.812273	13.814140	5.340821	3.075490	29.424366	48.484412	11.528210	3.762932	2.150152	81.757882	87.567009	65.093682	25.366003	45.842216	28.791780
오후 9:41:31.818 	25.675907	46.834533	13.786456	5.288504	3.077689	29.461752	48.246172	11.645589	3.729595	2.145215	82.283854	92.818307	74.136995	26.020160	47.715222	26.264618
오후 9:41:32.818 	25.813725	46.788667	13.748462	5.274418	3.070428	29.597017	48.230787	11.577559	3.683541	2.170798	81.967036	87.246499	65.160232	26.799240	48.730552	24.470208
오후 9:41:33.819 	25.720549	46.854255	13.776558	5.266056	3.086755	29.561472	48.173270	11.599321	3.671216	2.189125	82.022442	87.051862	65.170739	27.138545	49.373536	23.487919
오후 9:41:34.869 	25.722707	46.859865	13.799187	5.278088	3.052123	29.561188	48.181760	11.621695	3.676819	2.188497	82.217952	86.662525	65.054093	27.584981	49.514591	22.900428
오후 9:41:35.992 	25.677146	46.881047	13.815564	5.278129	3.060281	29.572357	48.108705	11.638708	3.663624	2.178664	82.122361	86.354074	65.404456	28.676784	50.481850	20.841366
오후 9:41:36.997 	25.666722	46.838927	13.801631	5.295248	3.058252	29.582992	48.130833	11.653288	3.604480	2.171828	82.077922	87.074389	65.523987	30.434461	53.293974	16.271566
오후 9:41:38.066 	25.555546	46.847759	13.852316	5.344153	3.068613	29.552019	48.111441	11.697526	3.604654	2.166374	82.077922	87.074389	65.620946	30.692971	52.915057	16.391973
오후 9:41:39.054 	25.636378	46.756598	13.858243	5.372935	3.082928	29.621537	47.961299	11.725110	3.640771	2.178180	82.133478	86.490005	65.698410	30.843344	52.751718	16.404939
오후 9:41:40.116 	25.681939	46.743608	13.803468	5.373486	3.122144	29.628020	47.908945	11.700048	3.650857	2.172416	82.228095	86.104377	65.353589	31.626387	52.273849	16.099764
오후 9:41:41.088 	25.750387	46.735953	13.800070	5.424186	3.150770	29.240079	48.318439	11.776263	3.689257	2.181691	82.228095	86.104377	65.281709	31.716219	52.200208	16.083573
오후 9:41:42.049 	25.813064	46.624090	13.768219	5.428098	3.149452	26.726107	48.937191	12.755580	4.217245	2.396982	81.925602	84.581858	64.554123	31.164047	52.884411	15.951542
오후 9:41:43.014 	25.767233	46.511517	13.853027	5.463208	3.198512	26.305754	49.766891	12.022988	4.200582	2.494923	81.967036	84.109291	64.145079	31.889951	52.552447	15.557603
오후 9:41:43.985 	26.110690	46.129315	13.905512	5.510901	3.206109	26.771566	49.878191	11.811956	4.048901	2.477423	81.824887	84.450915	64.734985	33.182867	51.730405	15.086728
오후 9:41:45.061 	26.077160	46.139841	13.966330	5.526052	3.206987	26.830487	49.948856	11.751033	4.025132	2.438278	81.674279	85.183239	65.125639	33.258211	50.598119	16.143670
오후 9:41:46.062 	25.827880	45.930998	14.112782	5.631597	3.192969	26.361015	50.444745	11.773756	4.052824	2.441220	81.490954	87.173228	65.592561	33.140571	48.647647	18.211782
오후 9:41:47.033 	26.192655	46.380426	13.908897	5.415591	3.020508	26.668415	50.467837	11.780230	3.993760	2.243111	81.209246	89.676458	65.860896	34.178224	48.440919	17.380857
오후 9:41:48.055 	25.984434	46.484719	14.011532	5.444548	3.004910	26.530814	50.730642	11.776962	4.020079	2.268071	81.176231	89.991734	65.860896	34.885027	50.321044	14.793930
오후 9:41:49.083 	26.175732	46.548517	14.061494	5.202617	2.906924	26.603448	50.737097	11.868225	3.850764	2.265669	81.071864	91.368590	66.243414	34.269771	54.116034	11.614195
오후 9:41:50.135 	23.778452	47.766293	14.526578	5.531584	3.076402	26.581029	51.034303	11.714179	3.808584	2.206882	81.011563	92.033416	51.144818	33.338149	55.220523	11.441328
오후 9:41:51.048 	23.926954	47.851734	14.448673	5.480884	3.091972	27.151531	50.731934	11.618862	3.770405	2.196658	80.478270	86.769887	51.075027	31.895670	57.295333	10.808997
오후 9:41:52.027 	23.737830	47.894737	14.521020	5.461472	3.125674	27.148178	50.544631	11.689203	3.800230	2.174489	79.989318	78.031027	42.672570	32.720195	56.378190	10.901615
오후 9:41:53.036 	24.310615	47.479155	14.521549	5.494974	3.103347	25.544189	48.061655	13.839316	4.840686	2.579463	79.930616	77.762493	42.818602	31.391712	57.619836	10.988452
오후 9:41:54.006 	24.312159	47.461040	14.549625	5.490839	3.082072	25.846990	49.334426	13.203594	4.341585	2.410659	79.802838	77.620439	43.040175	30.483357	56.980789	12.535853
오후 9:41:55.108 	24.321274	47.439884	14.546929	5.486341	3.058973	25.854849	49.398772	13.242268	4.237962	2.406179	79.627808	78.609470	43.718554	27.035961	58.622312	14.341727
오후 9:41:56.139 	24.028083	47.713025	14.524035	5.526666	3.042257	25.699142	49.504723	13.253760	4.197299	2.453039	79.510588	80.276520	42.781440	21.761563	63.965077	14.273361
오후 9:41:57.048 	23.942577	47.678194	14.564331	5.572575	3.063793	24.886012	50.075820	13.251734	4.268986	2.468649	79.406151	80.406494	43.274352	20.001437	67.231174	12.767389
오후 9:41:58.043 	23.805023	47.713213	14.587240	5.597435	3.097043	24.687201	50.328777	13.224524	4.323238	2.499434	79.495720	79.302329	43.285799	16.870048	72.071617	11.058335
오후 9:41:59.006 	23.322755	47.774737	14.791287	5.713322	3.166368	24.377648	50.308804	13.341014	4.429567	2.558605	79.537941	78.643220	41.740583	14.613682	73.229995	12.156323
오후 9:42:00.039 	23.319491	47.809782	14.763648	5.697593	3.172778	24.383990	50.271638	13.358316	4.437386	2.554763	79.443008	79.445084	41.461920	11.509234	74.055280	14.435486
오후 9:42:01.051 	23.312523	47.818887	14.844131	5.731838	3.191835	24.339448	50.315400	13.434188	4.425872	2.550133	79.337792	79.551057	42.294743	9.394747	76.639518	13.965735
오후 9:42:02.009 	23.086862	48.100953	14.765843	5.734866	3.181587	24.416333	50.360788	13.382021	4.423596	2.519708	79.264307	79.526909	42.371981	8.370184	78.959384	12.670432
오후 9:42:02.948 	23.128985	48.041694	14.879713	5.696106	3.152158	24.312012	50.446103	13.408876	4.408888	2.507336	79.122969	80.166506	42.855610	6.247552	78.684913	15.067535
오후 9:42:03.951 	22.612564	48.339498	15.047852	5.757257	3.187581	23.434335	50.918191	13.675946	4.481753	2.594506	78.863773	81.142626	42.903284	5.590964	75.919847	18.489189
오후 9:42:05.006 	22.493684	47.982787	15.165374	5.900512	3.297495	23.087213	50.434209	13.829406	4.698464	2.709986	78.811221	81.245711	43.461218	5.546885	73.644147	20.808968
오후 9:42:05.981 	22.675043	47.956439	15.057899	5.773077	3.277077	23.096640	50.439215	13.740169	4.638652	2.670388	78.805499	80.725259	42.653990	5.971631	74.090916	19.937453
오후 9:42:06.971 	22.530145	48.149655	15.001625	5.894880	3.340640	22.702331	50.951583	13.729465	4.618943	2.689836	78.858514	81.045394	42.649833	6.285282	75.083087	18.631631
오후 9:42:07.920 	22.644520	48.103007	14.986722	5.899194	3.354738	22.690289	51.032452	13.749925	4.602708	2.671590	78.743009	81.430231	42.413806	6.106957	74.978789	18.914254
오후 9:42:08.949 	19.299874	50.264837	15.764333	6.213245	3.491027	18.478857	53.634348	14.805798	4.982726	2.913784	78.784770	80.868142	42.325187	5.505650	72.782763	21.711586
오후 9:42:09.993 	22.769333	43.495366	16.195595	7.385651	4.157623	23.731004	44.379713	14.578411	6.485224	3.796089	78.893718	80.317025	42.346251	4.814056	74.011169	21.174776
오후 9:42:10.966 	21.975071	43.049416	16.547466	8.964032	4.887803	19.236688	46.816710	15.100001	7.680461	4.487907	78.995458	80.303442	41.980831	4.310566	75.962028	19.727406
오후 9:42:11.932 	20.417282	37.409167	17.127114	11.668579	6.721294	19.943981	42.784404	15.726881	9.044639	5.453320	78.890075	80.674043	42.159793	4.249444	75.754237	19.996319
오후 9:42:12.983 	17.710328	33.663934	15.945996	15.145678	9.746729	22.779505	36.631001	15.814760	10.764602	6.433544	78.707134	80.850091	42.876413	5.001664	73.950943	21.047393
오후 9:42:14.005 	20.431525	27.741588	16.756732	16.560912	10.669415	25.053543	29.280763	17.430343	12.251098	7.364493	78.528650	80.332854	43.201746	4.544227	73.302366	22.153406
오후 9:42:15.008 	17.889147	28.999488	16.280031	17.963455	11.458329	23.760651	29.223090	17.208644	13.110340	7.882540	78.429708	79.318760	43.201746	3.381609	71.973440	24.644951
오후 9:42:16.008 	14.121293	27.047441	17.644034	20.705723	13.173434	20.054383	28.003465	18.296539	15.588003	9.518415	78.284353	78.218328	42.252554	2.774003	71.409042	25.816955
오후 9:42:16.944 	13.756704	27.335429	17.785600	20.758953	13.148055	20.112457	27.900348	18.312755	15.482642	9.614009	78.372540	78.462198	42.529623	2.175280	71.088189	26.736530
오후 9:42:17.972 	13.726446	27.255712	17.884108	20.822835	13.112615	20.159365	28.000302	18.302045	15.442655	9.632136	78.639974	79.266952	42.423395	1.531994	71.179910	27.288096
오후 9:42:18.984 	13.921021	27.033449	17.876354	20.786786	13.073710	20.240517	28.181725	17.969161	15.473866	9.697645	78.706329	80.009310	42.739182	1.506037	72.767543	25.726420
오후 9:42:20.044 	13.792950	27.312766	17.797874	20.722420	13.109589	20.374215	28.290439	18.014503	15.199051	9.663492	78.674915	79.931057	42.548502	1.568137	73.795757	24.636107
오후 9:42:20.988 	13.698920	27.187440	18.025382	20.864435	13.004657	20.469070	28.258587	17.951504	15.145629	9.668631	78.388123	77.970386	42.494202	1.363133	72.542035	26.094831
오후 9:42:22.017 	13.542963	27.385266	17.997262	20.760864	13.098650	20.571779	28.204941	18.119929	14.999052	9.727329	78.294717	76.752770	42.896264	1.258008	73.961786	24.780206
오후 9:42:23.014 	13.677156	26.600589	17.933959	21.024433	13.232920	20.549852	28.052458	17.895249	15.108632	9.749935	78.032086	74.649388	43.122358	1.037836	75.159116	23.803048
오후 9:42:23.996 	13.792172	26.575278	17.894898	20.990431	13.254553	20.605924	28.156445	17.988444	15.041751	9.772494	77.836130	72.645556	43.071423	0.870098	74.327426	24.802476
오후 9:42:25.067 	14.058966	26.336554	18.025864	21.013406	13.192737	20.489799	28.479614	17.814587	15.000896	9.779091	77.601542	72.566128	43.150657	0.664148	73.950801	25.385051
오후 9:42:26.081 	13.989595	26.492570	17.972481	21.034459	13.189700	20.655333	28.414248	17.749563	14.912873	9.789423	77.596384	72.548068	43.600937	0.695140	73.835976	25.468885
오후 9:42:27.063 	14.445903	26.159878	17.821012	20.910143	13.319874	20.458762	28.578704	17.691894	14.997656	9.882907	77.519092	72.018380	43.582268	0.595029	74.148506	25.256464
오후 9:42:28.027 	14.372578	25.957412	17.971979	20.867429	13.249986	20.717368	28.422375	17.593852	14.987374	9.812218	77.150221	71.304283	43.907825	0.546619	74.500643	24.952738
오후 9:42:29.006 	14.457035	25.922480	17.932384	20.971153	13.208019	20.630632	28.336107	17.577461	15.180279	9.864846	76.951879	69.289664	44.490113	0.665280	74.230733	25.103987
오후 9:42:30.095 	14.697336	25.775906	17.921568	20.854531	13.272306	20.720276	28.739326	17.569922	15.000506	9.861088	76.549937	63.988340	44.584376	0.921609	73.363447	25.714943
오후 9:42:31.047 	14.780031	25.847262	17.661456	21.009489	13.241269	20.427536	28.656492	17.571624	15.054384	9.957355	76.377379	62.104738	44.250128	0.911987	72.981338	26.106675
오후 9:42:32.055 	13.386460	25.111867	18.556383	21.842721	13.867786	18.966255	27.244832	18.161464	16.595683	10.906402	76.453411	63.166753	45.046784	0.775894	73.346247	25.877859
오후 9:42:33.013 	13.261150	24.862638	18.684422	22.012090	14.001445	19.229480	27.434892	18.032394	16.668748	10.651486	76.643687	64.465127	44.969970	1.056108	72.774026	26.169866
오후 9:42:34.076 	13.400034	24.620672	18.662639	22.208950	13.907590	19.114713	27.506238	17.922040	16.865061	10.586428	76.636509	64.695565	44.614428	0.596215	72.049532	27.354253
오후 9:42:35.158 	13.717575	24.508160	18.358098	22.298982	13.960014	19.123446	27.937340	17.704824	16.829174	10.511315	76.840982	64.460557	44.945967	0.639220	71.995277	27.365503
오후 9:42:36.158 	13.567708	24.577574	18.358735	22.194192	13.944737	19.279641	27.935810	17.661297	16.867243	10.419955	77.073815	62.704145	44.793181	0.748126	71.062243	28.189630
오후 9:42:37.148 	13.448590	24.702644	18.369310	22.100675	13.877009	19.202669	27.807920	17.603476	17.004944	10.486184	77.170622	61.876581	44.403142	0.849105	70.295481	28.855413
오후 9:42:38.053 	13.640014	24.907496	18.286983	21.838083	13.785298	19.162930	27.716623	17.471022	17.007181	10.549323	77.247221	61.799633	43.968021	1.176476	70.012118	28.811407
오후 9:42:39.095 	13.663748	24.996986	18.407140	21.597695	13.682415	19.223180	27.654024	17.608810	16.963953	10.482266	77.103273	61.774230	44.149827	1.468349	70.692008	27.839644
오후 9:42:40.149 	13.557492	25.256448	18.662106	21.474210	13.460523	19.243609	27.568035	17.817303	16.888572	10.550719	76.946806	60.397471	44.283852	1.445602	70.560433	27.993965
오후 9:42:41.102 	13.262836	25.558590	18.872157	21.432691	13.230143	19.111907	27.694400	17.772017	16.899810	10.511128	76.897403	60.858855	45.452352	1.404881	69.960069	28.635050
오후 9:42:42.036 	13.366002	25.377779	18.955835	21.400133	13.131547	18.981820	27.737800	17.759530	16.875211	10.560475	77.099267	62.794225	45.071648	1.698548	70.198367	28.103085
오후 9:42:43.045 	13.353456	25.339632	18.874254	21.427971	13.102395	18.982313	27.990607	17.750016	16.798993	10.431461	77.099267	62.794225	44.983540	1.692442	70.065673	28.241885
오후 9:42:44.053 	13.432035	25.118156	18.921671	21.503223	13.181206	18.920601	28.102407	17.698282	16.871315	10.394238	77.320626	61.201451	44.729824	1.526174	68.689799	29.784026
오후 9:42:45.141 	13.511520	24.961250	18.813869	21.506365	13.224287	18.826124	28.095016	17.882266	16.789652	10.420213	77.544839	59.085654	43.924040	1.737580	68.872443	29.389977
오후 9:42:46.082 	14.261411	24.957369	18.457452	21.219998	12.987848	19.245885	28.558614	17.679017	16.183979	10.257802	77.575758	58.838032	44.293040	1.828212	68.741942	29.429846
오후 9:42:47.059 	14.162298	25.091464	18.530614	21.094806	12.938116	19.879468	28.359691	17.300791	16.149801	10.225728	77.611861	58.484891	43.710455	1.466230	69.080111	29.453660
오후 9:42:48.062 	13.804996	25.708733	18.502042	20.950692	12.873516	20.058035	28.314492	17.301886	16.195454	10.196926	77.798067	56.402915	43.914775	1.810995	69.665677	28.523328
오후 9:42:49.074 	13.544480	25.716641	18.523452	21.119549	12.859672	19.450122	28.617517	17.310507	16.233811	10.263810	77.851501	55.144738	43.744401	1.971005	69.958545	28.070450
오후 9:42:50.167 	12.299838	25.381829	19.409689	21.658819	13.243270	16.024124	28.551772	18.527543	17.404821	10.904545	77.897649	54.708522	42.656894	1.798615	70.084480	28.116905
오후 9:42:51.068 	11.111048	24.080460	20.380244	22.577051	13.645461	14.543406	26.460212	19.579319	18.604188	11.742357	77.839568	54.681503	43.242499	1.060160	69.405751	29.534089
오후 9:42:52.080 	11.058290	23.919367	20.394407	22.684106	13.685667	14.494923	26.312484	19.504432	18.697628	11.847055	77.824000	54.593826	42.816967	1.273104	68.753336	29.973559
오후 9:42:53.120 	10.882469	25.118086	20.421880	22.091534	13.299879	14.856761	27.185162	19.096475	18.285873	11.467845	77.790055	54.343318	41.954519	1.601463	67.222491	31.176046
오후 9:42:54.118 	12.257866	24.386335	20.031818	21.858879	13.097477	15.362920	26.897320	18.796942	18.157971	11.604561	78.052955	52.245772	42.384763	2.326866	64.668480	33.004655
오후 9:42:55.208 	12.141785	24.578593	20.232769	21.787343	13.081948	15.405240	26.668681	18.718702	18.169671	11.618292	78.230800	50.435734	41.548498	2.971914	64.949764	32.078322
오후 9:42:56.213 	12.174503	24.785869	20.308682	21.629454	12.991780	15.413217	26.699034	18.952449	18.332197	11.646124	78.209835	50.655208	42.401560	4.833458	66.754070	28.412473
오후 9:42:57.219 	12.338330	24.743197	20.374807	21.488255	12.983519	15.409096	26.572285	18.939157	18.288315	11.715395	78.144698	50.881944	42.527262	4.913960	66.891993	28.194048
오후 9:42:58.246 	12.337289	24.927787	20.238131	21.326231	12.857365	15.371541	26.307131	18.966680	18.531732	11.674663	78.346582	49.919530	43.361783	4.561175	65.639507	29.799318
오후 9:42:59.243 	12.151685	24.807055	20.244254	21.336670	12.906715	15.499863	26.315341	18.857665	18.365937	11.754914	78.609015	49.138481	42.637727	4.271986	64.977728	30.750285
오후 9:43:00.255 	12.738633	26.702204	19.743401	20.364792	12.243261	17.535593	28.409214	17.635778	16.794868	10.743385	78.622615	49.304457	42.992106	4.308999	63.897730	31.793271
오후 9:43:01.230 	13.155025	26.382289	19.572844	20.378228	12.284765	18.159073	28.098699	17.203104	16.925120	10.683829	78.617389	49.325342	42.314282	4.374765	61.922576	33.702659
오후 9:43:02.212 	12.125389	24.810984	20.289356	21.127701	12.735151	17.117022	27.021759	17.700134	17.632864	11.412446	78.841800	48.852951	42.973362	4.536668	60.895685	34.567647
오후 9:43:03.134 	12.067959	24.845377	20.169578	21.358373	12.789497	17.007498	27.045428	17.808106	17.590247	11.461112	79.170026	50.342265	43.129863	4.660943	61.757910	33.581146
오후 9:43:04.122 	12.132613	24.669041	20.184551	21.283336	12.768348	17.312623	26.580699	17.949504	17.632421	11.414013	79.712575	57.679583	43.145941	4.633381	60.206817	35.159802
오후 9:43:05.167 	12.058530	24.411435	20.467446	21.273349	12.729333	17.164865	26.598656	18.171646	17.629387	11.400674	79.919952	59.388408	42.973362	5.245972	61.397630	33.356398
오후 9:43:06.161 	10.516896	23.926071	20.855305	22.301049	12.983387	15.863389	24.977067	18.944575	19.145143	12.192390	80.158541	58.901116	43.525135	5.374195	61.545485	33.080321
오후 9:43:07.164 	10.408133	23.697479	20.889540	22.232106	12.978768	15.850349	25.020900	18.765974	19.587135	12.284557	80.227438	58.251530	43.254622	4.632028	61.334524	34.033448
오후 9:43:08.137 	10.411476	23.882149	21.002844	22.037605	13.034218	15.748578	24.904370	19.053896	19.619067	12.242755	80.338983	58.720736	44.116642	4.217630	61.678488	34.103882
오후 9:43:09.167 	10.575980	23.652258	20.928315	22.082331	13.175885	15.979686	24.990948	19.229037	19.422164	12.331454	80.413519	58.865202	44.116642	3.730365	62.787794	33.481841
오후 9:43:10.196 	10.596654	23.261078	21.123985	22.184900	13.180600	16.190854	24.893643	19.023274	19.488571	12.258962	80.472180	58.661710	44.116642	2.519007	64.014346	33.466647
오후 9:43:11.150 	10.896968	23.386529	21.093853	22.175050	13.129672	16.611164	24.379532	19.084368	19.535552	12.173853	80.654038	56.695848	43.139140	1.533550	61.558287	36.908164
오후 9:43:12.182 	10.732241	23.400707	21.324445	22.118514	13.078958	16.551457	24.358574	19.101660	19.598415	12.129057	80.750649	56.840320	43.565567	1.739445	62.234360	36.026195
오후 9:43:13.186 	10.474173	23.846076	21.224274	22.029377	13.162975	16.634104	24.328920	18.886245	19.677604	12.190672	81.076801	59.947443	44.084777	2.267242	58.860539	38.872219
오후 9:43:14.192 	10.591068	23.695341	21.354564	22.017977	13.138069	16.732183	24.613337	18.767544	19.553866	12.134232	81.253720	62.216412	44.084777	3.503006	53.273689	43.223305
오후 9:43:15.221 	10.528870	23.407150	21.554987	22.191959	13.272578	16.555105	24.640304	18.698023	19.634102	12.172356	81.555718	64.752311	43.935560	4.670910	52.185816	43.143274
오후 9:43:16.251 	10.492033	23.149730	21.869641	22.217161	13.262103	16.535488	24.779554	18.492246	19.562861	12.284002	81.528662	64.694585	44.719874	5.923540	52.899259	41.177201
오후 9:43:17.171 	10.468238	23.133586	21.883009	22.426529	13.248585	16.554099	24.797767	18.479411	19.621312	12.237701	81.323627	63.943160	44.639899	6.196433	54.805306	38.998261
오후 9:43:18.184 	10.519600	22.934458	22.016867	22.399417	13.181277	16.640919	24.533075	18.703839	19.438183	12.158839	81.302104	63.871833	44.381706	6.689076	53.831551	39.479373
오후 9:43:19.219 	10.322212	23.040695	21.686208	22.867831	13.156923	16.601654	24.322651	18.747913	19.628176	12.320673	81.334392	63.851645	44.335987	7.410886	53.167809	39.421305
오후 9:43:20.309 	10.283117	23.220224	21.520184	22.880805	13.103900	16.447907	24.290762	18.675951	19.705620	12.399296	81.302104	64.197596	44.503395	6.735815	52.668124	40.596061
오후 9:43:21.281 	10.873599	23.204398	21.307493	22.823282	13.052067	16.455600	24.559500	18.542829	19.734620	12.299745	81.167845	64.379269	44.514244	6.907918	51.314931	41.777152
오후 9:43:22.193 	11.104254	23.162310	21.281696	22.751946	12.989657	16.332840	24.881093	18.487495	19.742050	12.174329	81.074364	64.934065	44.209664	8.374873	50.849127	40.776000
오후 9:43:23.208 	10.778652	23.275642	21.740687	22.866671	12.929777	16.338338	24.861080	18.355834	19.844937	12.217258	81.161126	64.612935	44.597359	7.635098	50.719468	41.645435
오후 9:43:24.211 	10.737544	22.950956	21.838724	22.879592	13.141554	16.292412	25.092033	18.360379	19.822247	12.180843	81.205393	63.627403	43.637808	7.205452	50.850321	41.944227
오후 9:43:25.339 	10.639466	22.856648	21.880303	22.888942	13.177951	16.252971	25.055243	18.341548	19.908455	12.140909	81.151763	63.863366	43.690890	6.097069	50.449176	43.453755
오후 9:43:26.230 	11.041771	22.970395	21.950614	22.618672	12.978764	16.145028	25.076421	18.487704	19.858673	12.178441	81.237196	63.778896	43.322408	5.583340	49.509178	44.907482
오후 9:43:27.211 	10.714037	22.820393	21.882320	22.996560	13.076588	16.042231	25.100005	18.422504	19.835424	12.225559	81.285969	62.439534	42.541841	4.446192	48.917004	46.636804
오후 9:43:28.238 	11.020135	22.400555	21.947634	23.112891	13.002219	15.668989	25.232510	18.499437	19.852418	12.350585	81.253720	62.717321	42.394028	3.739526	49.748808	46.511666
오후 9:43:29.249 	10.651871	22.510979	21.908229	23.389095	12.993656	15.589858	25.260789	18.427054	19.821802	12.372991	81.157123	63.370812	42.378078	3.387158	50.964842	45.648000
오후 9:43:30.350 	10.493594	22.722012	22.181927	22.984600	12.737611	15.228167	25.572598	18.745238	19.445975	11.983636	81.090617	64.355494	41.754215	2.448916	53.809098	43.741986
오후 9:43:31.244 	11.743960	23.475487	21.616069	22.352487	12.541543	16.172147	27.123195	17.796294	18.795058	11.614032	81.066104	63.660407	42.847210	3.022058	51.906660	45.071282
오후 9:43:32.243 	11.894879	23.426704	21.681579	22.368023	12.424823	16.281558	26.883215	17.883886	18.703021	11.781284	81.009413	63.832996	42.414291	2.626806	52.193141	45.180053
오후 9:43:33.239 	11.989257	23.493640	21.642810	22.196121	12.333003	16.341167	26.746703	17.972114	18.677681	11.821192	81.092853	63.452900	41.896780	1.684015	55.650611	42.665374
오후 9:43:34.264 	11.916776	23.250379	21.789287	22.278261	12.439755	16.270904	26.656672	18.272223	18.505166	11.947624	81.012658	63.452615	41.952065	1.543043	56.725152	41.731804
오후 9:43:35.275 	12.017810	23.180524	21.834726	22.295034	12.373688	16.446062	25.913655	18.577954	18.719436	11.995926	81.079781	63.803351	42.335810	1.938277	56.611876	41.449847
오후 9:43:36.241 	12.072543	23.080240	22.181700	22.340764	12.277029	16.449466	25.998955	18.497622	18.734876	11.991941	81.205393	63.188761	41.857576	2.264544	55.047682	42.687773
오후 9:43:37.300 	11.760537	23.487135	21.688184	22.512530	12.368780	16.402115	26.015614	18.800342	18.640133	11.912142	81.178569	63.285260	41.910608	2.547406	54.853864	42.598730
오후 9:43:38.243 	11.800469	23.038093	22.032278	22.551123	12.421044	16.511215	25.985658	18.497362	18.746863	11.874623	81.280729	63.125918	41.709682	3.021961	55.257089	41.720950
오후 9:43:39.305 	11.924602	22.698798	22.130254	22.647652	12.455504	16.612399	26.026558	18.394573	18.784739	11.895181	81.285969	62.701920	41.044458	4.149429	55.230374	40.620197
오후 9:43:40.299 	13.190004	24.158445	21.022240	21.377889	11.822584	18.845171	28.436165	16.955377	17.052748	10.750661	81.135688	62.603732	41.089140	4.004170	55.522891	40.472940
오후 9:43:41.298 	13.027876	24.626863	21.004099	21.220650	11.903626	19.116882	28.506860	16.810892	16.827291	10.665399	80.842105	61.990865	40.302339	3.877196	55.700787	40.422017
오후 9:43:42.261 	12.690049	25.112065	21.056762	20.908922	11.882673	19.179950	29.214173	16.474563	16.327879	10.425767	81.012658	62.498764	41.563526	5.982859	51.008943	43.008198
