Time	Fp1_Delta(%)	Fp1_Theta(%)	Fp1_Alpha(%)	Fp1_Beta(%)	Fp1_Gamma(%)	Fp2_Delta(%)	Fp2_Theta(%)	Fp2_Alpha(%)	Fp2_Beta(%)	Fp2_Gamma(%)	Heartbeat(bpm)	SDNN(ms)	RMSSD(ms)	VLF(%)	LF(%)	HF(%)
오후 8:39:32.181 	36.423744	35.130448	11.130444	7.684014	3.818035	35.460975	31.906159	10.827181	9.629478	5.915290	118.985915	26.739700	38.287513	1.145747	31.780382	67.073870
오후 8:39:33.147 	36.908292	34.921181	11.037517	7.630641	3.782147	36.026169	31.512808	10.788854	9.565149	5.864682	119.098030	26.926084	38.461877	0.908186	32.537784	66.554030
오후 8:39:34.109 	37.002952	34.932530	10.959230	7.605028	3.787708	36.061354	31.629011	10.679362	9.552852	5.865417	119.322034	27.136940	38.181634	0.310668	40.558311	59.131022
오후 8:39:35.120 	37.045468	34.968118	10.921155	7.566839	3.757631	36.121142	31.634225	10.692644	9.485140	5.836338	119.291705	27.058282	38.383862	0.195722	38.577237	61.227041
오후 8:39:36.176 	37.261767	35.024708	10.914880	7.422304	3.662522	36.417425	31.570195	10.741551	9.354965	5.704340	119.163075	27.409127	38.585254	0.195952	38.191303	61.612745
오후 8:39:37.053 	37.217452	35.459481	10.758209	7.111294	3.501218	36.521440	31.867968	10.585472	9.106513	5.528233	119.277338	27.124435	38.537467	0.247513	38.081695	61.670792
오후 8:39:38.058 	37.492146	35.421327	10.727064	7.108458	3.467790	36.640596	31.849673	10.553488	9.110953	5.495489	119.277338	27.124435	38.537467	0.278957	38.013271	61.707772
오후 8:39:39.121 	37.320854	35.852162	10.562895	7.004563	3.406819	36.433084	32.352316	10.355550	8.911033	5.436033	119.193600	27.090466	38.075503	0.381190	37.554669	62.064140
오후 8:39:40.036 	37.756668	35.697978	10.461288	6.960178	3.309966	36.991301	32.103010	10.191430	8.879865	5.318652	119.182898	26.884053	37.379161	0.322683	37.590030	62.087287
오후 8:39:41.017 	37.840457	35.662766	10.499321	6.941229	3.247272	37.031727	32.148993	10.164254	8.857920	5.281739	119.079187	26.691614	37.322304	0.213765	38.177282	61.608953
오후 8:39:42.000 	37.990464	35.737892	10.434964	6.858162	3.194332	37.154289	32.190732	10.031388	8.802575	5.275436	119.079284	26.776902	37.182118	0.149051	36.897498	62.953451
오후 8:39:43.008 	38.233101	36.290567	10.219913	6.591230	3.049253	37.227051	32.872521	9.820292	8.542191	5.114580	119.003874	26.595703	37.151212	1.173871	42.756195	56.069935
오후 8:39:43.997 	38.323897	36.295407	10.251288	6.529521	2.964429	37.415855	32.801515	9.804161	8.454276	5.050615	119.022693	27.146706	37.998972	1.476333	42.551351	55.972316
오후 8:39:44.959 	38.461534	36.287231	10.368802	6.566280	2.934189	37.598617	32.829403	9.877326	8.417016	5.009889	118.985915	27.395467	38.619539	1.437142	42.585812	55.977046
오후 8:39:45.953 	38.601607	36.342880	10.350900	6.499896	2.874698	37.629398	32.894042	9.895982	8.333473	4.963920	119.211214	27.623363	39.397325	1.763182	41.919171	56.317647
오후 8:39:46.953 	38.481856	36.915762	10.151177	6.348294	2.782440	37.482830	33.216292	9.811373	8.236916	4.911109	119.153738	27.723150	40.093225	1.920462	42.610640	55.468898
오후 8:39:47.958 	38.930451	36.767811	10.081258	6.272122	2.720711	37.743088	33.218315	9.718276	8.167126	4.882648	118.977537	28.410817	40.092558	1.859067	42.211961	55.928972
오후 8:39:49.002 	39.113095	36.866936	10.045658	6.144009	2.588396	37.927523	33.269300	9.640647	8.070978	4.762540	118.913060	28.272441	40.427538	1.877514	42.434133	55.688353
오후 8:39:50.004 	38.152354	36.998697	10.524041	6.367394	2.654406	37.128291	33.757750	10.045265	8.284808	4.764783	118.883590	28.579819	40.658177	1.828115	42.300588	55.871297
오후 8:39:50.971 	38.500826	37.068520	10.317792	6.193184	2.591149	37.444809	33.469342	9.855991	8.239291	4.816683	118.781440	28.654177	39.955123	1.840598	39.134557	59.024845
오후 8:39:52.039 	38.561753	37.003374	10.349990	6.157530	2.581360	37.657453	33.518711	9.809250	8.114645	4.712872	118.747584	29.090975	40.583549	2.077856	40.011349	57.910795
오후 8:39:52.983 	38.473484	37.080795	10.359946	6.160334	2.569176	37.635262	33.667150	9.903720	8.032638	4.610559	118.674187	27.695224	38.510141	17.885701	54.590432	27.523867
오후 8:39:54.000 	37.099636	36.865961	11.110342	6.671641	2.735329	36.157701	33.926473	10.413104	8.438007	4.733333	118.716527	27.506729	38.315969	18.108300	55.124747	26.766953
오후 8:39:54.987 	36.775699	37.350354	11.172397	6.583261	2.656978	36.102251	34.137709	10.410128	8.333116	4.700767	118.806630	27.369626	38.525219	17.813532	52.906355	29.280113
오후 8:39:55.989 	37.150069	37.227125	11.176405	6.496387	2.580493	36.128809	34.388228	10.459707	8.258761	4.648782	119.050933	26.552665	38.860625	16.692573	52.587255	30.720172
오후 8:39:57.049 	37.541011	36.934745	11.310658	6.523452	2.525119	36.922657	33.971650	10.529033	8.085989	4.618307	119.079383	26.743859	39.115917	16.632442	51.996298	31.371260
오후 8:39:58.088 	38.153100	36.954577	11.163227	6.289176	2.374717	37.954088	34.176506	10.595812	7.714754	3.690320	118.992899	27.144283	38.850163	18.365841	50.977510	30.656649
오후 8:39:59.066 	38.188479	37.237536	11.045957	6.069005	2.334550	38.150233	34.494012	10.625908	7.368494	3.496304	118.984188	27.303510	39.192492	19.493939	49.955460	30.550601
오후 8:40:00.016 	38.541439	37.254346	10.980977	5.921392	2.231001	38.444061	34.540685	10.564253	7.179547	3.411173	118.917711	27.544605	38.424560	22.137966	47.294784	30.567250
오후 8:40:01.006 	31.590977	42.445291	11.717726	6.444822	2.384024	30.184343	40.348779	11.450163	7.943764	3.743724	118.781440	27.574229	38.081594	23.914228	45.975118	30.110654
오후 8:40:02.022 	33.131760	39.773050	12.209919	6.788146	2.495673	30.683673	37.905462	12.329002	8.585768	3.984637	118.753612	27.407233	37.344641	21.929035	47.068207	31.002758
오후 8:40:03.014 	33.274999	39.719107	12.063433	6.811699	2.448552	30.730840	37.842480	12.427650	8.478312	3.972826	118.545960	27.121635	37.230146	20.900540	47.526720	31.572741
오후 8:40:04.056 	33.246085	39.741691	12.306753	6.594054	2.369434	30.964461	37.801364	12.570716	8.378805	3.771619	118.479339	27.180743	37.098246	19.443678	49.493074	31.063248
오후 8:40:05.038 	34.291096	39.597128	11.746598	6.415329	2.270384	32.275044	37.873239	11.850493	8.013375	3.454859	118.535318	27.409390	37.622458	16.911171	49.373132	33.715697
오후 8:40:06.076 	35.179852	39.572657	11.359712	6.176541	2.155798	33.194935	38.030808	11.735729	7.296975	3.084207	118.426198	27.321448	37.256851	16.617983	49.774473	33.607545
오후 8:40:07.031 	34.916728	39.934276	11.384810	6.156428	2.136126	32.895850	38.415039	11.796415	7.277513	3.023592	118.438554	27.459883	37.450282	16.334969	49.953430	33.711602
오후 8:40:08.033 	35.105925	39.642414	11.345504	6.175493	2.126876	33.003027	38.091675	11.758099	7.394835	3.012621	118.343499	27.765872	37.508137	15.737497	51.189649	33.072855
오후 8:40:09.112 	35.139870	39.497804	11.438706	6.080798	2.112056	32.966734	37.962537	11.903321	7.301245	2.973526	118.334002	27.752582	37.366556	15.892344	50.961103	33.146553
오후 8:40:10.079 	35.783567	39.481542	11.020463	5.899877	2.055662	33.385459	38.297714	11.448849	7.089173	2.864891	118.125451	28.016587	37.012404	16.629873	51.462861	31.907267
오후 8:40:11.093 	33.381597	39.842618	11.958606	6.336162	2.236439	31.518354	38.563988	12.219818	7.437444	3.005642	118.086914	28.117854	37.206576	17.159951	51.965316	30.874733
오후 8:40:12.051 	33.989446	40.033416	11.304130	6.120502	2.155289	32.051436	39.159587	11.471176	7.147508	2.904304	117.981889	28.267859	38.256308	17.086108	52.385758	30.528134
오후 8:40:13.138 	34.189951	39.959547	11.243598	6.042710	2.130767	32.668642	38.779094	11.329792	7.010171	2.892448	117.864490	28.585894	38.390985	17.205626	53.437659	29.356715
오후 8:40:14.078 	34.050702	40.076623	11.208120	5.999499	2.113178	32.311807	38.939097	11.409260	6.973683	2.874974	117.753389	28.544562	38.111768	16.979176	53.712369	29.308455
오후 8:40:15.105 	33.061703	40.579611	11.278678	6.097293	2.174132	31.109681	39.613051	11.533350	7.118945	2.991867	117.497383	28.274447	38.130930	16.498894	53.752638	29.748468
오후 8:40:16.057 	33.231565	41.184908	10.981684	5.932449	2.111773	31.440838	40.087744	11.287131	6.929722	2.876104	117.317897	28.065848	38.347428	15.974917	54.039692	29.985391
오후 8:40:17.083 	33.262658	41.120904	11.054002	5.871571	2.126041	31.490058	39.899503	11.458832	6.866345	2.876299	117.223350	27.925316	38.657171	14.386350	53.837148	31.776502
오후 8:40:18.097 	33.035583	41.036731	11.242931	5.992699	2.184862	31.145497	39.829028	11.663932	7.029867	2.955841	116.820412	26.981127	38.783395	13.852581	58.205004	27.942415
오후 8:40:19.089 	33.583930	40.396516	11.179216	6.031630	2.154003	31.499935	39.344583	11.739406	7.040931	2.902977	116.610612	26.313607	38.629135	11.945632	60.193879	27.860489
오후 8:40:20.182 	33.429521	41.019174	11.155790	5.983949	2.143910	31.039590	40.032647	11.878443	7.057439	2.912062	116.574823	26.514794	38.825690	10.054415	60.246453	29.699132
오후 8:40:21.082 	34.055095	40.573994	11.243447	5.937827	2.128318	31.756067	39.527448	11.930544	6.965677	2.881983	116.401977	26.919871	38.641707	7.103732	59.592606	33.303662
오후 8:40:22.128 	33.730469	39.981093	11.704107	6.210421	2.230397	31.623298	38.730740	12.457473	7.197131	2.992400	116.076885	27.809567	38.406668	3.600667	58.768274	37.631059
오후 8:40:23.115 	32.387435	41.435291	11.724229	6.138783	2.208044	30.452462	40.045281	12.496614	7.085934	2.978098	115.953065	28.455324	39.111834	1.985704	64.560249	33.454047
오후 8:40:24.092 	32.656090	40.519360	12.072784	6.382956	2.265842	30.807237	38.997638	12.759480	7.335294	3.065853	115.890888	28.859923	39.455488	0.478485	71.287209	28.234306
오후 8:40:25.120 	32.041963	40.571148	12.528163	6.466590	2.261479	30.411435	38.990412	13.118737	7.411160	3.067262	115.725166	29.203596	39.229554	0.498108	71.777987	27.723905
오후 8:40:26.095 	32.105083	40.829824	12.398824	6.456305	2.225401	30.405232	39.501199	12.886070	7.298560	3.027649	115.593781	28.810106	38.680861	0.856201	73.275722	25.868077
오후 8:40:27.116 	31.239795	41.679164	12.303436	6.361952	2.229634	30.075949	39.938263	12.767577	7.132384	3.010873	115.413264	29.452581	39.586967	1.783225	73.575267	24.641509
오후 8:40:28.225 	31.310169	39.133071	13.649231	6.993433	2.460723	30.692797	37.235358	13.809320	7.642254	3.198012	115.260163	29.484844	39.710340	2.612568	71.463274	25.924158
오후 8:40:29.134 	32.504705	39.571097	12.441748	6.737942	2.334625	31.550711	37.854093	12.744789	7.456243	3.118429	115.328491	29.385765	39.500039	2.470595	72.252954	25.276451
오후 8:40:30.116 	32.867083	39.365421	12.363129	6.671246	2.224485	31.796185	37.681707	12.805281	7.381407	3.015455	115.196870	28.887085	39.576376	2.785652	71.071800	26.142548
오후 8:40:31.133 	32.950579	39.068094	12.472173	6.605080	2.234974	31.869916	37.351458	12.879211	7.336709	2.998446	115.131172	28.711688	38.804090	3.289443	66.995730	29.714827
오후 8:40:32.125 	32.620787	38.104479	13.040323	6.879389	2.270263	31.106748	36.511378	13.434095	7.674388	3.042847	114.981286	28.193075	38.862382	4.558903	64.833555	30.607543
오후 8:40:33.166 	32.568755	37.853144	13.074166	6.873595	2.256691	30.942532	36.404792	13.399159	7.603444	3.037885	114.747868	27.362640	38.855910	5.683787	65.739144	28.577068
오후 8:40:34.182 	32.337679	38.250031	13.104185	6.846157	2.225880	30.884331	36.578787	13.374114	7.586183	3.034438	114.589685	26.682127	38.373910	6.526491	65.383482	28.090027
오후 8:40:35.161 	32.258390	39.298017	12.555706	6.511671	2.117801	30.783040	37.683860	12.965111	7.266625	2.906330	114.551713	26.567914	37.888164	6.098498	66.112919	27.788582
오후 8:40:36.164 	32.107818	39.324070	12.781995	6.523327	2.093171	30.501940	37.884108	13.053316	7.317583	2.910731	114.506118	26.566676	38.216281	5.117959	70.674649	24.207391
오후 8:40:37.141 	31.500462	38.933810	13.106699	6.849170	2.211196	30.204948	37.441390	13.329004	7.621242	3.075369	114.544142	26.531415	38.452696	4.603604	72.866392	22.530004
오후 8:40:38.160 	31.471848	38.901728	13.116262	6.910363	2.209869	30.165458	37.530377	13.330076	7.631457	3.047135	114.408875	26.635140	38.642313	4.571434	74.646988	20.781578
오후 8:40:39.158 	31.338122	38.348046	13.397670	7.049734	2.257507	29.698182	37.105109	13.673492	7.889355	3.118308	114.427009	26.834529	39.012064	4.649596	74.274221	21.076182
오후 8:40:40.167 	31.896196	38.566233	13.057162	6.843086	2.224985	30.037995	37.442676	13.366043	7.700782	3.077268	114.345450	26.717877	39.119163	5.848079	72.944636	21.207286
오후 8:40:41.182 	31.674637	38.911651	12.906576	6.829178	2.221915	29.921277	37.539191	13.360774	7.687505	3.069915	114.294666	26.501408	38.895921	6.542781	72.666244	20.790975
오후 8:40:42.186 	33.172983	38.526926	12.544553	6.587141	2.112196	32.190102	36.673585	12.985720	7.330831	2.904410	114.146573	26.397675	38.824460	5.638168	71.556428	22.805403
오후 8:40:43.229 	32.142260	38.631836	12.941031	6.937368	2.192545	30.992705	36.919816	13.351086	7.743496	3.037004	114.050299	25.648392	38.156094	4.242196	73.184285	22.573519
오후 8:40:44.217 	32.246503	38.550000	12.849960	6.993339	2.181052	31.011832	36.967499	13.324896	7.818326	3.039541	113.932047	25.203416	36.855989	4.672290	74.452339	20.875370
오후 8:40:45.173 	32.765014	38.900968	12.285804	6.688291	2.108003	31.215777	37.365008	13.027411	7.607833	2.932011	113.795712	24.181588	35.924897	3.330242	74.744983	21.924775
오후 8:40:46.201 	32.871586	38.894581	12.342659	6.704668	2.113528	31.276021	37.505003	12.984760	7.633523	2.914518	113.714377	23.804284	35.160967	2.993909	76.947026	20.059065
오후 8:40:47.211 	32.934287	38.596176	12.580975	6.817608	2.143247	31.219270	37.598420	13.075505	7.653491	2.922825	113.941134	23.671682	34.482235	5.762367	59.062339	35.175293
오후 8:40:48.208 	32.928003	38.387724	12.835352	6.846825	2.146484	31.342618	37.488177	13.263838	7.666062	2.891187	113.904792	23.564155	34.347294	6.276056	61.640883	32.083061
오후 8:40:49.191 	31.853808	38.427889	13.041209	7.179293	2.199376	30.436156	37.503987	13.502944	7.896833	2.921245	113.957380	23.804753	34.839806	6.578473	61.792571	31.628957
오후 8:40:50.242 	31.339833	39.428743	13.059931	6.841929	2.148195	30.042061	38.266614	13.465283	7.686025	2.905671	114.004789	23.921767	35.132654	6.441597	62.019959	31.538444
오후 8:40:51.188 	31.087696	39.885214	12.996847	6.792970	2.165586	30.086746	38.387607	13.350907	7.572294	2.937096	114.074425	23.858695	33.872740	5.058816	57.310264	37.630919
오후 8:40:52.193 	32.403040	39.841947	12.408292	6.520673	2.052182	31.170423	38.458846	12.815971	7.336615	2.813188	113.903440	22.646815	33.004252	3.947858	56.120304	39.931838
오후 8:40:53.203 	32.402201	39.877521	12.338010	6.521307	2.066664	31.032906	38.635847	12.800221	7.307210	2.792227	113.912426	22.972990	33.668685	3.649077	57.117458	39.233465
오후 8:40:54.227 	32.786696	39.623308	12.280008	6.545037	2.092771	31.290449	38.292562	12.876332	7.361938	2.812658	113.973288	23.014330	33.684856	3.617974	57.176913	39.205113
오후 8:40:55.258 	32.684719	39.499278	12.408302	6.600684	2.142881	31.073500	38.103424	13.177613	7.440791	2.855158	114.000000	22.934899	33.624565	3.557940	57.162175	39.279885
오후 8:40:56.211 	33.206350	38.866182	12.272656	6.655435	2.140936	31.915738	37.624931	12.880831	7.353757	2.818672	113.883225	22.863377	33.800618	3.310167	56.389755	40.300077
오후 8:40:57.237 	33.000024	38.993851	12.345434	6.606065	2.149903	31.843268	37.638222	12.741228	7.375564	2.839008	113.962439	22.813817	33.907368	3.488298	54.927198	41.584504
오후 8:40:58.306 	32.599685	39.131271	12.369450	6.777973	2.215946	31.201816	38.069057	12.790020	7.644525	2.961003	113.988868	22.213083	32.909767	4.433904	54.536003	41.030093
오후 8:40:59.310 	32.655891	39.283159	12.368126	6.767046	2.206149	31.316439	38.249829	12.784554	7.629627	2.958102	114.147701	22.168297	32.990199	6.184457	52.595548	41.219995
오후 8:41:00.217 	32.890327	39.139208	12.303353	6.749078	2.223488	31.568572	37.973466	12.801845	7.622979	2.969910	114.271544	22.304485	32.963410	6.897025	51.651740	41.451235
오후 8:41:01.230 	32.841225	37.809375	12.745921	7.091080	2.335418	31.167575	37.152290	13.246426	7.869982	3.082830	114.183057	21.980327	32.422990	6.844002	51.076848	42.079150
오후 8:41:02.257 	32.884208	37.947585	12.788267	6.988899	2.342528	31.157345	37.274407	13.179275	7.754976	3.094074	114.183057	21.914461	32.031751	7.047372	50.159409	42.793218
오후 8:41:03.274 	32.464322	38.952674	12.309575	6.886919	2.303225	30.881174	38.359254	12.676293	7.539419	3.016794	114.226742	21.991504	32.253246	6.728232	50.392125	42.879643
오후 8:41:04.263 	31.342810	39.037187	12.744672	7.296926	2.397016	29.728705	38.317795	13.259830	7.869796	3.136089	114.119325	21.481977	32.269715	6.875978	50.413079	42.710943
오후 8:41:05.253 	30.730761	39.134531	13.140718	7.474138	2.433505	29.241379	38.515132	13.486578	8.059790	3.124020	114.200743	21.770329	32.998828	6.710006	50.680278	42.609716
오후 8:41:06.304 	30.632705	38.882265	13.291267	7.753677	2.503021	29.344715	37.939604	13.575057	8.395995	3.204427	114.213355	21.962811	33.198529	7.873223	50.963797	41.162980
오후 8:41:07.262 	30.395039	39.003214	13.345187	7.738815	2.486275	29.022141	38.179406	13.671500	8.378954	3.179895	114.221764	21.927908	33.381872	8.599975	50.692843	40.707181
오후 8:41:08.289 	30.194136	39.333931	13.304163	7.718950	2.499911	28.803304	38.624770	13.656177	8.263506	3.192228	114.120936	21.834353	33.397866	8.671499	51.187880	40.140621
오후 8:41:09.272 	29.935433	38.946904	13.841019	7.963920	2.605094	28.741270	37.705805	14.317849	8.375107	3.330296	114.196540	21.598587	32.604905	8.359875	50.535441	41.104684
오후 8:41:10.264 	29.257992	39.214653	13.945515	8.186080	2.657424	28.228715	38.030990	14.381395	8.673476	3.381614	114.196540	21.598587	32.604905	9.694100	50.659223	39.646677
오후 8:41:11.287 	29.885557	40.013044	13.239090	7.689345	2.496758	28.537547	38.762667	13.798096	8.278395	3.250138	114.145023	21.447467	32.531616	10.522191	48.943046	40.534764
오후 8:41:12.311 	29.714338	39.282439	13.829443	8.039171	2.597841	28.027950	37.846132	14.758476	8.690933	3.441649	114.119325	21.575996	32.557929	11.623130	48.943062	39.433809
오후 8:41:13.330 	29.632105	39.369993	13.759400	8.097528	2.645128	27.966999	38.008414	14.669581	8.733399	3.483942	114.110761	21.618524	32.624812	12.407130	46.086948	41.505922
오후 8:41:14.275 	29.640106	39.209892	13.923415	8.109755	2.636823	27.951910	37.996584	14.795625	8.660010	3.494438	114.073524	22.085749	33.494870	13.543677	45.302883	41.153439
오후 8:41:15.314 	29.904177	38.818200	13.906491	8.126012	2.647184	27.986853	37.814849	14.726573	8.722211	3.514607	114.008097	22.067601	33.535579	13.379663	46.193136	40.427201
오후 8:41:16.296 	29.477045	38.426629	14.235618	8.405125	2.725552	27.664840	37.134863	15.083837	9.099845	3.639512	113.906924	22.113825	33.254608	12.428976	47.080338	40.490686
오후 8:41:17.285 	29.254862	38.611648	14.278386	8.279123	2.693886	27.393451	37.580186	14.899255	9.046390	3.621835	113.969250	22.301184	33.730305	11.218821	48.164469	40.616710
오후 8:41:18.317 	30.105677	38.701265	13.762286	8.173502	2.631537	28.339592	37.572443	14.319320	8.926302	3.537668	113.873433	22.445904	33.894832	9.736261	47.968046	42.295694
오후 8:41:19.293 	29.986736	38.737517	13.683475	8.139250	2.658379	28.487047	37.509358	14.167219	8.909823	3.569587	113.803850	22.731427	33.819719	8.452480	47.139339	44.408180
오후 8:41:20.347 	29.701785	37.774178	14.242975	8.521638	2.804087	28.439404	36.398887	14.539932	9.320222	3.750539	113.890842	22.514859	33.995504	7.543555	49.161209	43.295235
오후 8:41:21.338 	29.711286	37.917629	14.176057	8.527050	2.780081	28.579913	36.463623	14.391944	9.334938	3.747392	113.988868	22.184141	33.817245	5.141401	49.478081	45.380517
오후 8:41:22.312 	30.345137	37.925458	13.861092	8.327968	2.717430	29.438882	36.564904	14.040948	9.001758	3.652907	113.964386	22.274000	33.214123	3.568582	52.343659	44.087759
오후 8:41:23.309 	29.725082	38.096914	13.991242	8.521537	2.795955	28.856268	36.516237	14.135114	9.286724	3.759128	114.214152	21.432278	33.999036	2.546719	53.715766	43.737516
오후 8:41:24.328 	29.715343	38.164822	14.003281	8.490656	2.799939	28.865324	36.697210	14.066871	9.266993	3.757483	114.300190	21.226855	34.116475	1.615823	50.819334	47.564843
오후 8:41:25.364 	28.581232	38.372265	13.851936	8.894746	2.926135	28.107074	36.857611	13.953542	9.518054	3.870169	114.348405	21.177635	33.764276	0.995554	50.571089	48.433357
오후 8:41:26.318 	29.166382	39.631545	12.954850	8.202474	2.752015	28.373204	38.097209	13.300911	8.954192	3.648237	114.384260	20.310767	32.679549	0.636161	50.654442	48.709397
오후 8:41:27.341 	27.359966	39.779779	13.816230	8.857946	2.932650	25.912653	38.567220	14.144396	9.712241	3.917454	114.445149	20.235719	32.493226	0.510969	52.014020	47.475011
오후 8:41:28.411 	27.266887	39.727935	13.741510	8.968889	2.953983	25.868858	38.490286	14.064002	9.836350	3.931082	114.438083	20.130267	32.422726	0.485650	51.660453	47.853897
오후 8:41:29.406 	27.296496	39.649724	13.724310	8.947623	2.937850	25.876523	38.439212	13.986215	9.815625	3.935727	114.291142	20.735063	33.217329	0.397281	51.780752	47.821967
오후 8:41:30.329 	27.645355	40.073540	13.366900	8.744685	2.864429	26.478782	38.652479	13.627139	9.536081	3.849304	114.324130	20.441146	33.037872	0.508319	51.989891	47.501790
오후 8:41:31.364 	27.703471	40.185538	13.253903	8.800357	2.844962	26.527368	38.889137	13.626752	9.552897	3.848691	114.260118	20.487769	33.070487	2.034667	47.958235	50.007098
오후 8:41:32.391 	27.923179	40.066465	13.213413	8.792709	2.826221	26.611665	38.932205	13.580541	9.558173	3.886707	114.168798	21.024437	33.607768	0.869979	41.996224	57.133797
오후 8:41:33.380 	28.006276	39.823572	13.496778	8.879679	2.846780	26.538393	38.843820	14.023527	9.587363	3.907257	114.168798	21.024437	33.961234	0.481386	41.621481	57.897133
오후 8:41:34.408 	26.845473	41.621101	13.298691	8.648670	2.788203	25.585125	40.552906	13.811599	9.328141	3.811225	114.173652	21.076336	33.838816	0.322612	40.403606	59.273782
오후 8:41:35.353 	27.774041	40.178569	13.322476	8.742232	2.801763	25.965580	39.716379	13.685320	9.436215	3.825248	114.173652	20.865090	33.249419	0.283327	40.816173	58.900500
오후 8:41:36.371 	29.360099	39.345468	12.701009	8.613709	2.745250	27.574402	38.760020	13.273429	9.248586	3.710573	114.056403	20.673014	32.922124	0.221090	41.547866	58.231044
