Time	Fp1_Delta(%)	Fp1_Theta(%)	Fp1_Alpha(%)	Fp1_Beta(%)	Fp1_Gamma(%)	Fp2_Delta(%)	Fp2_Theta(%)	Fp2_Alpha(%)	Fp2_Beta(%)	Fp2_Gamma(%)	Heartbeat(bpm)	SDNN(ms)	RMSSD(ms)	VLF(%)	LF(%)	HF(%)
오후 9:36:37.711 	28.138528	37.544443	12.433802	7.808369	6.171119	28.361078	42.698240	11.019269	6.300912	5.297785	84.435697	73.796593	58.864932	6.019439	61.747523	32.233038
오후 9:36:38.782 	27.792367	37.779973	12.584317	7.903221	6.235865	27.783339	43.077564	11.155577	6.429481	5.409577	84.372711	73.726009	58.837384	6.070147	62.587740	31.342113
오후 9:36:39.837 	26.730589	38.758608	12.648442	7.826806	6.215471	27.868363	43.398459	11.173947	6.340315	5.351258	84.193217	74.123293	58.835538	5.810310	65.095834	29.093856
오후 9:36:40.772 	23.352865	32.728211	15.602784	10.973881	8.810568	24.320802	39.453228	13.951443	8.834954	7.397198	83.968415	74.405547	58.407908	5.677569	66.066665	28.255766
오후 9:36:41.760 	23.993733	32.320278	15.790589	10.665641	8.710141	24.596629	39.550196	13.605267	8.736199	7.315446	83.768491	74.943228	58.536034	6.011874	66.571280	27.416846
오후 9:36:42.770 	23.992703	30.997650	15.908169	11.380060	9.224911	24.454155	39.146737	13.400825	9.131527	7.674794	83.700020	75.238389	58.534384	6.327925	66.853672	26.818403
오후 9:36:43.760 	24.040157	30.849895	15.939973	11.381463	9.200888	24.560765	39.080257	13.408287	9.127998	7.655166	83.455296	76.747926	58.548661	5.493398	65.341696	29.164906
오후 9:36:44.842 	24.062942	30.820467	15.912693	11.446577	9.195031	24.572236	39.004994	13.484478	9.095353	7.658507	83.186399	79.125302	58.653815	2.661297	58.799091	38.539613
오후 9:36:45.806 	23.701172	31.225692	16.023434	11.547502	9.086615	24.313948	39.406001	13.494584	9.085626	7.589604	82.896571	82.293517	58.617116	1.843163	59.557676	38.599161
오후 9:36:46.804 	24.404176	29.271833	16.722990	12.049374	9.432549	23.200287	39.324263	14.029238	9.621081	8.060846	82.930563	82.040004	58.235416	0.852369	67.367628	31.780003
오후 9:36:47.763 	22.946276	30.833525	15.879287	12.257801	9.645154	22.169870	34.130853	14.568138	11.558151	10.995345	82.890908	82.077393	58.168193	0.774318	68.286413	30.939269
오후 9:36:48.766 	23.029563	31.009322	15.866775	12.220652	9.548742	22.460981	34.328768	14.331788	11.279758	10.887489	82.653770	81.668992	58.156421	1.186308	67.555158	31.258535
오후 9:36:49.839 	23.048885	31.243462	15.875518	12.177022	9.412454	22.646223	34.526014	14.259919	11.172696	10.826647	82.513260	81.639424	57.979553	1.239794	67.713043	31.047163
오후 9:36:50.804 	23.071054	31.242329	15.959727	12.138527	9.323987	22.623942	34.617150	14.337023	11.111051	10.802858	82.373227	82.366425	57.885003	1.036042	66.683111	32.280847
오후 9:36:51.811 	23.253544	31.183857	15.987297	12.161713	9.243717	22.507431	34.737838	14.374917	11.156894	10.740856	82.495352	82.336413	58.331053	0.891263	65.570862	33.537874
오후 9:36:52.809 	23.145497	31.329434	15.984421	12.099894	9.132924	22.626675	34.927287	14.285024	11.064258	10.534336	82.541324	81.238514	57.996421	0.398376	63.349209	36.252415
오후 9:36:53.799 	23.262101	31.552673	15.703367	11.920087	9.079060	22.464487	35.099086	14.184698	10.965490	10.431374	82.451587	82.226930	57.996421	0.302734	61.305447	38.391819
오후 9:36:54.833 	24.876446	31.258081	15.448801	11.534169	8.666701	24.466333	34.498452	13.781096	10.601731	9.949752	82.167204	83.898714	58.261368	1.208170	61.517914	37.273916
오후 9:36:55.779 	25.154490	31.251008	15.478175	11.439849	8.494304	24.634373	34.586031	13.794646	10.475531	9.738326	82.026564	84.393496	58.504057	2.445657	63.910116	33.644227
오후 9:36:56.817 	25.121385	31.553792	15.327589	11.585429	8.368882	24.927432	34.358322	13.715079	10.617806	9.680910	81.928297	84.087060	58.565364	1.946074	63.578153	34.475773
오후 9:36:57.847 	23.524675	32.448425	15.703301	11.868333	8.685752	23.335843	34.759286	13.982349	10.869825	10.199030	81.824887	84.401623	58.722127	1.726562	64.242387	34.031051
오후 9:36:58.811 	22.440350	31.364997	16.448294	12.724239	9.330512	22.073893	32.624721	15.165301	12.055740	11.236853	81.724138	84.242877	58.826993	2.530833	63.535817	33.933350
오후 9:36:59.882 	22.872226	30.597641	16.382031	13.072722	9.414150	22.546694	32.561669	15.085537	12.075429	11.267682	81.391304	84.647793	59.214448	2.649917	61.345496	36.004587
오후 9:37:00.799 	22.650128	30.410774	16.601095	13.159214	9.482770	22.741220	31.815303	15.254268	12.297699	11.559447	81.220884	84.185009	59.171828	2.456409	60.770889	36.772701
오후 9:37:01.855 	22.573836	30.597402	16.669879	13.024207	9.497484	22.292567	31.872189	15.285113	12.428153	11.622726	80.995133	84.270220	59.553157	2.235478	59.863079	37.901443
오후 9:37:02.812 	21.710011	30.865299	17.074262	13.287830	9.518677	21.813155	31.897216	15.652578	12.484313	11.667438	80.765808	84.476362	59.807173	2.399906	60.663776	36.936318
오후 9:37:03.844 	18.299811	28.332171	18.617630	15.811389	11.321934	20.318436	31.103794	15.696239	13.702341	12.687631	80.336911	84.863199	60.307650	2.457585	60.569975	36.972440
오후 9:37:04.945 	18.677322	28.887130	18.751823	15.377379	10.594192	21.632093	32.181552	16.158915	13.322573	9.626290	80.026718	83.924692	60.302137	2.374728	60.128511	37.496761
오후 9:37:05.908 	19.283293	29.192794	18.904760	15.381604	9.382959	22.409817	33.169287	16.602063	12.754510	7.931806	79.698113	83.745300	60.690950	2.474602	59.416014	38.109384
오후 9:37:06.930 	17.649608	30.267979	19.093723	15.618105	9.497802	20.909588	35.278047	16.657241	12.393705	7.562051	79.467849	83.693070	60.571740	2.668946	56.996548	40.334506
오후 9:37:07.877 	17.386465	30.308962	18.763892	15.740251	9.799176	20.586531	34.361733	16.508319	13.310521	8.226152	79.073359	82.322462	60.980887	2.726976	56.695787	40.577237
오후 9:37:08.858 	17.353675	31.704079	19.063993	14.763834	9.180854	20.354267	36.088136	16.155688	12.482370	7.685141	78.953271	81.047678	60.889114	2.763443	58.091395	39.145163
오후 9:37:09.910 	17.215084	33.490445	18.131078	13.930351	8.656258	20.539538	37.535383	15.602273	11.613171	7.210592	78.705502	80.778008	51.865430	2.775766	57.958860	39.265374
오후 9:37:10.915 	18.782472	30.264265	18.337501	14.691427	9.119409	22.750233	34.094639	15.617671	12.368625	7.660657	78.152239	70.209533	42.588278	2.719201	58.347924	38.932874
오후 9:37:11.860 	18.582925	29.456976	18.455850	15.414494	9.459671	23.363289	31.797846	15.920331	13.435310	8.177874	77.822063	69.096005	42.636345	2.751156	57.951267	39.297578
오후 9:37:12.882 	18.703600	29.548532	18.349973	15.232838	9.401633	23.592274	31.666784	15.924539	13.351980	8.157942	77.749145	68.415137	42.645125	3.094407	58.330400	38.575193
오후 9:37:13.904 	18.800017	29.509074	18.358680	15.238317	9.434670	23.564973	31.744176	15.881138	13.392404	8.143106	77.323972	65.967311	42.614544	2.469903	57.385093	40.145004
오후 9:37:14.994 	18.492717	29.860321	18.447416	15.311479	9.407575	23.472686	31.351194	16.245039	13.469877	8.121577	77.155321	65.624266	42.291057	1.718970	56.873612	41.407418
오후 9:37:15.980 	18.443513	30.042103	18.299743	15.318679	9.454163	23.405368	31.437477	16.052926	13.526135	8.188257	77.165249	65.935375	42.452170	1.044387	58.539370	40.416243
오후 9:37:16.945 	18.424076	30.403486	18.136542	15.228537	9.405189	23.242615	31.523203	16.083662	13.544743	8.150864	77.364968	65.402776	42.802709	0.754669	59.208093	40.037238
오후 9:37:17.937 	17.664706	30.912657	18.181358	15.370295	9.368572	23.441921	31.382443	16.151317	13.456654	8.115734	77.421409	64.955285	41.877721	0.248596	58.040608	41.710796
오후 9:37:18.877 	17.238485	28.366340	18.838968	16.602084	10.239039	23.765023	29.488938	16.081366	14.631295	8.895504	77.308609	65.398949	41.643874	0.051649	56.314239	43.634112
오후 9:37:19.903 	17.080876	28.716543	18.691037	16.597606	10.251480	23.958892	29.650574	15.920947	14.536696	8.858588	77.113595	64.646207	42.650851	0.061004	54.984937	44.954058
오후 9:37:20.893 	16.917014	28.920444	18.788154	16.438755	10.283967	23.554385	29.707931	16.151469	14.562711	8.886985	76.977250	64.054372	42.307891	0.212730	53.632181	46.155089
오후 9:37:21.880 	16.974245	28.871707	18.629952	16.564258	10.270668	23.850807	29.412316	16.206837	14.594158	8.845268	76.891055	64.369401	42.242923	1.012387	51.278300	47.709312
오후 9:37:22.909 	16.930285	28.792795	18.843636	16.516714	10.295204	23.767959	29.557127	16.102524	14.549097	8.806491	76.631411	63.029718	41.147381	1.359376	50.845341	47.795283
오후 9:37:23.882 	16.672437	28.792276	19.044251	16.506811	10.301336	23.798723	29.477058	16.107977	14.574575	8.838764	76.519429	61.603892	41.843075	1.136859	51.587204	47.275938
오후 9:37:24.941 	16.627190	28.811316	18.981926	16.655881	10.280135	23.512392	29.526388	16.067053	14.699553	8.866119	76.235855	57.386062	41.968549	2.138121	52.438837	45.423042
오후 9:37:25.889 	16.660227	28.823880	18.908791	16.689630	10.287832	23.626259	29.535231	16.087466	14.872372	8.791628	75.705342	49.060630	42.675878	2.524537	51.364817	46.110645
오후 9:37:26.902 	16.539024	28.781251	19.034777	16.715902	10.288949	23.850516	29.368329	16.006835	14.892420	8.844371	75.379004	45.067848	42.506562	2.848378	50.310116	46.841507
오후 9:37:27.946 	16.516668	28.778356	18.922983	16.798146	10.304372	23.867206	29.469816	15.748552	15.025562	8.875265	75.147778	42.216123	41.391097	2.977783	49.171337	47.850880
오후 9:37:28.923 	16.595112	28.484754	19.034492	16.971072	10.382353	23.687050	29.689816	15.712200	14.900745	8.918243	75.159691	41.895225	41.231012	3.573558	48.701006	47.725436
오후 9:37:29.949 	15.858084	31.950035	18.058904	15.694058	9.651876	21.463031	34.668263	15.082951	13.425381	8.014416	75.164661	41.839599	41.231012	5.106693	53.589035	41.304272
오후 9:37:30.967 	15.879327	32.274804	18.078765	15.611480	9.731322	22.104890	34.146080	14.842407	13.390443	8.028203	75.359013	42.532903	42.900592	4.329951	49.741832	45.928217
오후 9:37:31.920 	15.757084	32.281020	18.123337	15.690082	9.656641	22.071478	34.509613	14.768028	13.274357	8.067871	75.514217	45.217738	42.656281	4.805056	51.343609	43.851335
오후 9:37:32.931 	15.722287	32.047078	18.093739	15.867027	9.686202	22.068480	34.512806	14.769397	13.259518	8.102045	75.539310	45.468321	42.420419	5.129290	53.531612	41.339098
오후 9:37:33.923 	15.707861	31.934185	18.195864	15.935604	9.659257	22.066502	34.491758	14.848683	13.316863	8.052582	75.644882	45.919430	42.309407	4.936955	52.769945	42.293100
오후 9:37:34.970 	15.725308	32.061086	18.097267	16.063685	9.541078	22.075432	34.664128	14.640351	13.425049	8.044340	75.714755	45.478808	42.687095	4.218820	53.399646	42.381535
오후 9:37:35.932 	15.414356	32.196077	18.147150	16.172575	9.589228	21.914214	34.560363	14.719963	13.470836	8.036907	75.765898	45.477607	42.403170	3.599827	57.824771	38.575402
오후 9:37:36.973 	15.411232	32.094199	18.172568	16.155730	9.779970	21.970820	34.757922	14.717255	13.367945	7.900541	75.710384	45.259479	42.267392	3.121093	59.569466	37.309442
오후 9:37:37.956 	15.280722	32.162784	18.326000	16.037518	9.808618	21.855973	34.884956	14.591009	13.459042	7.891293	75.734666	44.868796	42.313512	2.525484	61.034615	36.439901
오후 9:37:38.972 	15.471136	32.748604	17.893527	15.991297	9.680916	21.749847	34.648334	14.925311	13.499736	7.912632	75.730562	45.192025	42.580260	1.889540	60.986184	37.124276
오후 9:37:39.966 	15.011455	32.227217	18.187452	16.460219	9.958679	21.207715	33.647826	14.999286	14.252446	8.359720	75.735608	45.211991	42.582715	1.137574	62.326526	36.535900
오후 9:37:40.949 	15.418158	31.240451	18.571983	16.461492	10.024662	21.693498	33.298622	15.105887	14.108358	8.327272	75.786105	45.614418	42.781054	0.783405	59.767872	39.448723
오후 9:37:41.965 	14.773177	30.663880	18.160737	17.438952	10.637183	20.266019	32.845998	15.446439	15.094805	9.062932	75.874333	45.781156	41.806099	0.451799	62.387124	37.161077
오후 9:37:42.950 	14.688849	30.949470	17.923280	17.508162	10.663611	20.371406	32.808470	15.367011	15.060180	8.992879	76.131279	44.382067	41.712348	0.267808	63.126656	36.605536
오후 9:37:44.002 	14.679966	31.023017	17.809504	17.426684	10.784623	20.279840	32.855578	15.349758	15.120352	8.953638	76.453411	43.399319	41.011854	0.099167	64.526440	35.374393
오후 9:37:44.983 	14.724421	31.038926	17.862327	17.378255	10.806737	20.229709	32.951567	15.207567	15.133146	9.041444	76.605932	43.357489	40.426972	0.103587	64.500568	35.395846
오후 9:37:45.999 	14.688518	30.940956	17.965982	17.297887	10.860624	20.243307	32.880622	15.343819	15.024551	9.102549	76.626314	43.404641	40.475398	0.324170	63.311651	36.364179
오후 9:37:47.001 	14.730348	31.088741	17.889863	17.348901	10.631668	20.377712	32.793615	15.169538	15.078550	9.100399	76.618535	43.176457	40.730032	0.711804	57.230263	42.057933
오후 9:37:47.997 	14.827792	31.198759	17.929288	17.269639	10.577486	20.314885	32.876760	15.126286	15.063500	9.081825	76.621217	43.830301	40.926292	1.470391	59.962639	38.566970
오후 9:37:48.976 	14.860714	31.181319	17.732558	17.275746	10.742415	20.289760	32.691769	15.329925	15.029900	9.161635	76.672213	44.177063	40.561911	1.877365	61.120242	37.002392
오후 9:37:50.093 	14.699758	31.121571	17.762184	17.296794	10.866855	20.345974	32.694393	15.218814	15.042988	9.159680	76.784845	43.770646	40.222364	2.746744	61.270244	35.983011
오후 9:37:51.062 	14.359800	30.888597	17.746618	17.557033	10.927587	20.414883	32.499695	15.262258	15.110319	9.194875	76.753948	43.946005	40.432072	3.333916	60.322769	36.343315
오후 9:37:52.039 	14.162697	31.103112	17.925834	17.394705	10.969334	20.388461	32.683691	15.339349	14.952678	9.210750	76.687525	44.085670	39.149502	4.649320	54.405336	40.945344
오후 9:37:53.025 	13.890321	30.981588	18.068055	17.550337	11.015233	20.401611	32.786056	15.306965	14.855771	9.274185	76.687525	44.085670	39.466868	6.063160	48.945307	44.991533
오후 9:37:54.014 	11.395384	29.429776	20.214522	18.562879	11.473905	15.995255	31.102196	17.779132	16.528276	10.141199	76.759062	43.239384	39.602476	8.672541	50.921498	40.405961
오후 9:37:55.125 	13.468975	30.171401	18.479411	17.898066	11.151256	17.928851	31.862006	16.340898	15.735978	9.927437	76.815161	42.868922	39.412495	9.165583	52.764643	38.069774
오후 9:37:56.090 	13.334815	30.182710	18.333567	18.063962	11.160998	17.710254	32.296707	16.296565	15.672979	9.860972	76.830732	43.211652	39.291453	9.047830	52.164622	38.787548
오후 9:37:57.109 	13.448286	29.943586	18.341838	18.055049	11.124951	17.767363	32.264597	16.335430	15.687078	9.810481	76.992481	44.799993	38.717224	8.812873	51.028296	40.158831
오후 9:37:58.077 	13.252480	29.922737	18.296058	18.062568	11.309625	17.800865	32.430886	16.370546	15.673936	9.667772	77.083994	44.994251	38.717224	9.346050	54.005957	36.647993
오후 9:37:59.058 	12.988715	32.343300	17.904343	16.838989	10.647339	17.739682	34.172869	15.930153	14.917009	9.107439	77.196274	44.902240	38.555087	9.601031	51.466526	38.932443
오후 9:38:00.109 	13.719848	31.931236	17.585132	16.474561	10.571185	18.017812	33.983203	15.730661	14.879904	9.065880	77.216563	44.682961	38.323743	8.595194	55.609782	35.795024
오후 9:38:01.037 	13.739399	31.664453	17.577759	16.698562	10.615507	17.908687	34.194936	15.626148	14.836312	8.961704	77.288136	45.052994	38.196121	8.562520	55.708665	35.728814
오후 9:38:02.054 	13.706508	31.721570	17.308125	16.731488	10.579891	18.069820	34.001991	15.554935	14.832048	8.983497	77.652157	47.820772	38.278523	10.639510	49.090545	40.269945
오후 9:38:03.052 	13.799532	31.505754	17.412358	16.719996	10.529570	17.991892	33.925566	15.574162	14.942216	9.018167	78.011227	48.347442	37.885926	10.415687	51.529396	38.054916
오후 9:38:04.069 	13.818526	31.453149	17.371505	16.873350	10.522473	17.957900	34.016396	15.496929	14.924920	9.033201	78.263632	50.154288	37.507602	11.100621	47.402029	41.497350
오후 9:38:05.116 	13.824754	31.463991	17.261376	16.793528	10.501558	17.778032	34.438650	15.495308	14.747077	8.971295	78.440111	50.431039	37.486184	9.471386	47.583579	42.945034
오후 9:38:06.053 	13.975191	31.600935	17.206830	16.651718	10.514565	17.810464	34.399702	15.463733	14.739765	8.968965	78.836612	52.635797	37.414506	10.288238	44.613157	45.098606
오후 9:38:07.057 	14.114134	31.331323	17.186180	16.896378	10.464050	17.895114	34.157960	15.635633	14.778134	8.965100	78.992550	52.820818	37.276543	8.328088	46.828600	44.843312
오후 9:38:08.101 	14.056404	31.371234	16.984922	16.772733	10.443668	17.878413	34.256371	15.476510	14.758198	9.009386	79.006012	53.200043	37.579796	7.318511	49.533337	43.148152
오후 9:38:09.071 	13.362892	30.990538	17.222302	17.707150	11.102432	16.266351	33.512402	16.556300	15.968255	9.677933	78.961313	52.989662	37.654726	7.632240	49.176389	43.191372
오후 9:38:10.077 	10.707701	30.814525	18.062928	19.061644	11.828751	13.161750	32.673771	17.287459	17.833789	10.765192	79.029024	52.498418	37.746711	8.320340	48.645769	43.033890
오후 9:38:11.060 	10.726665	30.815388	17.890544	19.164071	11.875530	13.219799	32.811862	17.170167	17.786305	10.760836	79.111706	52.369768	37.352046	8.922681	48.643597	42.433722
오후 9:38:12.109 	11.090858	30.969322	18.096048	18.620951	11.590766	12.694628	34.154848	17.346775	17.028450	10.276234	79.132878	52.156635	37.416492	8.618269	48.090966	43.290765
오후 9:38:13.096 	12.487929	31.085482	17.859564	18.347104	11.246330	13.317129	34.465797	17.124827	16.612236	10.099800	79.369328	51.506683	38.459221	8.584510	46.799756	44.615733
오후 9:38:14.144 	13.663451	31.841739	17.580558	17.589733	10.810716	14.170117	35.285381	16.845992	15.619795	9.574714	79.580206	51.701643	37.875115	7.526083	44.968524	47.505392
오후 9:38:15.236 	13.772605	31.633675	17.637288	17.544160	10.857030	14.202391	35.381767	16.500109	15.725803	9.583206	79.824106	54.278383	37.759834	7.091291	46.461829	46.446880
오후 9:38:16.190 	14.239476	31.336252	17.669980	17.496894	10.764959	14.308235	35.279321	16.489781	15.730377	9.581115	79.887978	54.468460	37.699432	6.777619	52.152595	41.069786
오후 9:38:17.187 	14.696732	31.056868	17.611025	17.491040	10.805149	14.270093	35.106158	16.667954	15.652712	9.550694	80.047497	54.094004	37.480485	6.667925	52.704623	40.627452
오후 9:38:18.158 	14.823649	30.930033	17.515980	17.483406	10.826498	14.257309	35.082111	16.772023	15.681055	9.579402	80.110913	53.298777	37.221228	7.048496	51.778827	41.172677
오후 9:38:19.091 	14.900760	30.903966	17.394918	17.561460	10.708940	14.431049	34.932434	16.861153	15.611733	9.524505	80.074856	54.228066	37.247293	7.348586	50.845863	41.805551
오후 9:38:20.163 	14.920360	30.672592	17.407013	17.674488	10.757178	14.428482	34.792849	16.656797	15.655618	9.510852	80.139130	53.643600	37.670511	7.566187	51.199030	41.234783
오후 9:38:21.126 	14.786892	30.899943	17.344461	17.740184	10.709695	14.412722	34.968575	16.665940	15.545162	9.469847	80.089763	53.309647	37.514395	7.983725	51.840481	40.175793
오후 9:38:22.127 	14.804476	30.674878	17.261128	17.660099	10.627357	14.161012	35.014832	16.859242	15.570660	9.471970	80.105625	53.136150	36.777095	8.300191	52.479814	39.219995
오후 9:38:23.129 	15.376053	31.664343	16.719766	17.104906	10.248659	15.721829	36.049948	16.215940	14.495272	8.937562	80.000000	53.932197	36.714108	7.948334	51.775353	40.276313
오후 9:38:24.102 	15.716423	31.169371	16.829416	17.280022	10.241674	15.974828	35.798321	16.286295	14.542424	8.880865	80.089763	53.733636	36.960152	4.601013	53.459219	41.939768
오후 9:38:25.140 	15.685438	31.359347	16.888242	17.164448	10.176423	15.848543	36.029620	16.332142	14.476852	8.847385	80.216831	52.997514	36.824937	3.562913	55.632043	40.805043
오후 9:38:26.122 	15.504380	31.252951	17.266570	16.983502	10.167483	15.923250	35.784406	16.180389	14.565194	8.848946	80.317712	51.493613	36.561032	3.631230	55.382537	40.986232
오후 9:38:27.138 	15.520060	31.354545	17.360741	16.940029	10.142369	16.153404	35.661791	16.197456	14.448285	8.781009	80.408054	51.357380	36.665498	3.894670	54.555191	41.550139
오후 9:38:28.160 	15.510142	31.368602	17.345549	16.894607	10.150025	16.143453	35.653636	16.249257	14.255181	8.774173	80.381558	50.974231	36.713209	4.547483	54.465948	40.986569
오후 9:38:29.143 	15.720173	31.452684	17.295713	16.683413	10.146872	16.265485	35.294562	16.255053	14.367751	8.700956	80.392209	50.797973	33.538733	4.830693	53.775120	41.394187
오후 9:38:30.208 	16.268045	27.468793	18.432701	18.243969	10.962807	16.678056	30.725335	17.590643	16.320231	9.865713	80.195625	51.953597	33.468666	4.909229	53.573889	41.516882
오후 9:38:31.162 	16.495053	27.378163	18.436632	18.305583	10.992014	16.646396	30.460401	17.562991	16.576314	9.806489	80.021373	51.445755	34.822095	4.760765	53.239725	41.999509
오후 9:38:32.153 	16.349592	27.460800	18.387839	18.261465	11.005102	16.618474	30.408034	17.621658	16.638891	9.750215	79.989453	51.218435	34.969344	4.773362	53.017663	42.208975
오후 9:38:33.171 	16.335900	27.577809	18.460618	17.950413	10.936394	16.626895	30.385155	17.590098	16.692918	9.758150	79.887978	52.110829	34.762290	4.877637	53.586201	41.536162
오후 9:38:34.148 	16.072278	27.566241	18.334174	18.064549	11.028766	16.623771	30.313037	17.756432	16.614331	9.754568	79.861352	52.493481	34.807865	5.008228	54.118335	40.873436
오후 9:38:35.228 	16.097074	27.438026	18.344965	18.011582	11.095955	16.683917	30.383145	17.992867	16.391999	9.775241	79.866676	52.439950	35.012218	4.943471	53.989187	41.067342
오후 9:38:36.141 	15.999293	27.214323	18.496522	18.198304	11.136993	17.108895	30.316563	17.839138	16.314301	9.659563	79.797522	53.321529	34.628067	3.766653	57.590029	38.643318
오후 9:38:37.173 	16.129740	27.291209	18.529120	17.986796	10.890528	18.197282	29.846466	17.802344	15.786074	9.438563	79.432474	57.206276	34.867592	2.953359	60.205715	36.840927
오후 9:38:38.198 	15.661439	27.349575	18.692797	18.093514	11.083056	18.434224	29.762944	17.993795	15.721356	9.363804	79.395626	57.377779	35.983569	3.000153	60.048892	36.950955
오후 9:38:39.192 	17.222850	28.705237	18.056315	16.784420	10.219274	20.268574	32.629641	16.677058	13.546694	8.234884	79.390365	57.395155	35.829038	3.298697	59.723652	36.977650
오후 9:38:40.229 	17.647810	28.509972	18.051630	16.708157	10.158346	20.532928	32.414864	16.648581	13.541779	8.268431	79.318624	57.827245	36.050064	3.192660	59.769500	37.037839
